settlement_id,settled_on,bank_line_id,txn_count,gross_paise,declared_fee_paise,expected_fee_paise,fee_diff_paise,refund_paise,declared_net_paise,expected_net_paise,credited_paise,credit_gap_paise,unexplained_deduction_paise,overbilled_paise,component_overbill_paise,undercredited_paise,recoverable_paise,recovery_rate_pct,flags
setl_00000024,2026-04-04,BL-000058,32,9253300,175113,175113,0,724627,8318430,8318430,8318430,0,0,0,0,0,0,100.0,
setl_00000025,2026-04-06,BL-000067,45,13911400,254611,254611,0,260520,13345183,13345183,13345183,0,0,0,0,0,0,100.0,
setl_00000026,2026-04-06,BL-000066,5,1878700,37574,37574,0,95412,1738179,1738179,1738179,0,0,0,0,0,0,100.0,
setl_00000027,2026-04-08,BL-000085,27,9693500,183957,183957,0,398713,9073926,9073926,9073926,0,0,0,0,0,0,100.0,
setl_00000028,2026-04-09,BL-000093,32,10227600,186985,186985,0,55322,9947777,9947777,9947777,0,0,0,0,0,0,100.0,
setl_00000029,2026-04-10,BL-000098,30,8184800,145384,145384,0,84817,7925428,7925428,7925428,0,0,0,0,0,0,100.0,
setl_00000030,2026-04-11,BL-000105,46,13527900,256034,256034,0,126435,13094066,13094066,13094066,0,0,0,0,0,0,100.0,
setl_00000031,2026-04-13,BL-000109,40,10314600,190496,190496,0,286326,9799559,9799559,9799559,0,0,0,0,0,0,100.0,
setl_00000032,2026-04-13,BL-000108,7,1874700,32740,32740,0,0,1835392,1835392,1835392,0,0,0,0,0,0,100.0,
setl_00000033,2026-04-14,BL-000116,10,2584100,50186,50186,0,0,2523849,2523849,2523849,0,0,0,0,0,0,100.0,
setl_00000034,2026-04-15,BL-000121,41,11982900,227323,227323,0,492855,11217118,11217118,11217118,0,0,0,0,0,0,100.0,
setl_00000035,2026-04-16,BL-000128,32,10324000,199618,199618,0,0,10084338,10084338,10084338,0,0,0,0,0,0,100.0,
setl_00000036,2026-04-17,BL-000138,36,11500500,212609,212609,0,160639,11084595,11084595,11084595,0,0,0,0,0,0,100.0,
setl_00000037,2026-04-18,BL-000147,32,9235600,165503,165503,0,248192,8788696,8788696,8788696,0,0,0,0,0,0,100.0,
setl_00000038,2026-04-20,BL-000165,42,12120800,218896,218896,0,129415,11728568,11728568,11728568,0,0,0,0,0,0,100.0,
setl_00000039,2026-04-20,BL-000162,13,4224800,84496,84496,0,0,4123357,4123357,4123357,0,0,0,0,0,0,100.0,
setl_00000040,2026-04-21,BL-000175,19,4823300,96466,96466,0,156949,4550536,4550536,4550536,0,0,0,0,0,0,100.0,
setl_00000041,2026-04-22,BL-000182,47,13767000,242803,242803,0,0,13475475,13475475,13475475,0,0,0,0,0,0,100.0,
setl_00000042,2026-04-23,BL-000190,31,9550100,183456,183456,0,0,9329841,9329841,9329841,0,0,0,0,0,0,100.0,
setl_00000043,2026-04-24,BL-000203,40,12222600,225038,225038,0,0,11952412,11952412,11952412,0,0,0,0,0,0,100.0,
setl_00000044,2026-04-25,BL-000213,31,9283800,175581,175581,0,148362,8924633,8924633,8924633,0,0,0,0,0,0,100.0,
setl_00000045,2026-04-27,BL-000225,40,10286800,185736,185736,0,0,10063798,10063798,10063798,0,0,0,0,0,0,100.0,
setl_00000046,2026-04-27,BL-000224,13,3956600,77048,77048,0,40798,3823300,3823300,3823300,0,0,0,0,0,0,100.0,
setl_00000047,2026-04-28,BL-000240,9,2210600,42025,42025,0,578783,1577398,1581362,1577398,0,3964,0,0,3964,7928,99.75,BATCH_ARITHMETIC
setl_00000048,2026-04-29,BL-000249,47,13306800,252104,252104,0,0,13004119,13004119,13004119,0,0,0,0,0,0,100.0,
setl_00000049,2026-04-30,BL-000256,20,5669200,98809,98809,0,299542,5251022,5251022,5251022,0,0,0,0,0,0,100.0,
setl_00000050,2026-05-01,BL-000268,37,13065500,255206,255206,0,822314,11936786,11936786,11936786,0,0,0,0,0,0,100.0,
setl_00000051,2026-05-02,BL-000276,26,8537900,156548,156548,0,0,8349944,8349944,8349944,0,0,0,0,0,0,100.0,
setl_00000052,2026-05-04,BL-000291,30,9832600,183848,183848,0,93600,9518268,9518268,9518268,0,0,0,0,0,0,100.0,
setl_00000053,2026-05-04,BL-000288,13,4186200,80773,80773,0,0,4089225,4089225,4089225,0,0,0,0,0,0,100.0,
setl_00000054,2026-05-06,BL-000318,50,13792300,252719,252719,0,394165,13094711,13094711,13094711,0,0,0,0,0,0,100.0,
setl_00000055,2026-05-07,BL-000325,42,12352500,230294,230294,0,0,12076003,12076003,12076003,0,0,0,0,0,0,100.0,
setl_00000056,2026-05-08,BL-000335,47,11818100,222122,222122,0,293535,11257880,11257880,11257880,0,0,0,0,0,0,100.0,
setl_00000057,2026-05-09,BL-000347,39,11657400,210627,210627,0,81093,11323419,11323419,11323419,0,0,0,0,0,0,100.0,
setl_00000058,2026-05-11,BL-000360,37,10514300,198950,198950,0,987566,9287871,9287871,9287871,0,0,0,0,0,0,100.0,
setl_00000059,2026-05-11,BL-000357,11,3008400,51248,51248,0,0,2946868,2946868,2946868,0,0,0,0,0,0,100.0,
setl_00000060,2026-05-12,BL-000374,2,395200,7904,7904,0,0,384560,385712,384560,0,1152,0,0,1152,2304,99.7,BATCH_ARITHMETIC
setl_00000061,2026-05-13,BL-000387,40,12495400,222891,222891,0,0,12227786,12227786,12227786,0,0,0,0,0,0,100.0,
setl_00000062,2026-05-14,BL-000402,28,8472200,153887,153887,0,0,8287438,8287438,8287438,0,0,0,0,0,0,100.0,
setl_00000063,2026-05-15,BL-000411,35,8747100,157162,157162,0,41875,8516529,8516529,8516529,0,0,0,0,0,0,100.0,
setl_00000064,2026-05-16,BL-000423,36,10738500,194992,194992,0,0,10504385,10504385,10504385,0,0,0,0,0,0,100.0,
setl_00000065,2026-05-18,BL-000454,58,16490700,302511,302511,0,136268,15991226,15991226,15991226,0,0,0,0,0,0,100.0,
setl_00000066,2026-05-18,BL-000450,16,4567900,90154,90154,0,0,4459663,4459663,4459663,0,0,0,0,0,0,100.0,
setl_00000067,2026-05-19,BL-000473,4,1531500,25080,25080,0,46655,1454732,1454732,1454732,0,0,0,0,0,0,100.0,
setl_00000068,2026-05-20,BL-000483,46,12952800,233749,233749,0,0,12672150,12672150,12672150,0,0,0,0,0,0,100.0,
setl_00000069,2026-05-21,BL-000499,39,10461600,186910,186910,0,69259,10167927,10167927,10167927,0,0,0,0,0,0,100.0,
setl_00000070,2026-05-22,BL-000508,9,2151400,39052,39052,0,0,2104513,2104513,2104513,0,0,0,0,0,0,100.0,
setl_00000071,2026-05-23,BL-000522,28,9299300,182348,182348,0,0,8760675,9080375,8760675,0,319700,0,0,319700,639400,96.48,BATCH_ARITHMETIC
setl_00000072,2026-05-25,BL-000540,32,9208600,174496,174496,0,0,8999098,8999098,8999098,0,0,0,0,0,0,100.0,
setl_00000073,2026-05-25,BL-000539,16,4612600,85324,85324,0,0,4510158,4510158,4510158,0,0,0,0,0,0,100.0,
setl_00000074,2026-05-26,BL-000555,6,1925700,38514,38514,0,0,1879462,1879462,1879462,0,0,0,0,0,0,100.0,
setl_00000075,2026-05-27,BL-000570,43,12556400,227125,227125,0,267218,12016485,12016485,12016485,0,0,0,0,0,0,100.0,
setl_00000076,2026-05-28,BL-000582,51,14974400,290184,290184,0,160257,14465748,14465748,14465748,0,0,0,0,0,0,100.0,
setl_00000077,2026-05-29,BL-000591,31,8969900,170645,170645,0,0,8765022,8765022,8765022,0,0,0,0,0,0,100.0,
setl_00000078,2026-05-30,BL-000600,48,14506300,264516,264516,0,0,14145828,14188711,14145828,0,42883,0,0,42883,85766,99.7,BATCH_ARITHMETIC
setl_00000079,2026-06-01,BL-000628,52,15867700,281397,281397,0,687803,14842036,14842036,14842036,0,0,0,0,0,0,100.0,
setl_00000080,2026-06-01,BL-000624,24,7439900,143661,143661,0,0,7267420,7267420,7267420,0,0,0,0,0,0,100.0,
setl_00000081,2026-06-02,BL-000641,12,3799300,67540,67540,0,0,3718210,3718210,3718210,0,0,0,0,0,0,100.0,
setl_00000082,2026-06-03,BL-000652,44,11884200,216601,216601,0,0,11624140,11624140,11624140,0,0,0,0,0,0,100.0,
setl_00000083,2026-06-04,BL-000661,30,8475000,169500,169500,0,882074,7389427,7389427,7389427,0,0,0,0,0,0,100.0,
setl_00000084,2026-06-05,BL-000672,36,10688000,186490,186490,0,28658,10422697,10435430,10422697,0,12733,0,0,12733,25466,99.88,BATCH_ARITHMETIC
setl_00000085,2026-06-06,BL-000683,35,10519500,185382,185382,0,78425,10218494,10218494,10218494,0,0,0,0,0,0,100.0,
setl_00000086,2026-06-08,BL-000697,78,23121300,434961,434961,0,113713,22485362,22485362,22485362,0,0,0,0,0,0,100.0,
setl_00000087,2026-06-08,BL-000696,6,1393500,27870,27870,0,72952,1287090,1287090,1287090,0,0,0,0,0,0,100.0,
setl_00000088,2026-06-09,BL-000704,17,5172200,94473,94473,0,0,5040531,5058773,5040531,0,18242,0,0,18242,36484,99.64,BATCH_ARITHMETIC
setl_00000089,2026-06-10,BL-000717,50,13451400,252015,252015,0,193511,12955314,12955314,12955314,0,0,0,0,0,0,100.0,
setl_00000090,2026-06-11,BL-000726,37,10813100,207449,207449,0,348095,10215940,10215940,10215940,0,0,0,0,0,0,100.0,
setl_00000091,2026-06-12,BL-000739,43,10769100,204856,204856,0,585585,9937562,9937562,9937562,0,0,0,0,0,0,100.0,
setl_00000092,2026-06-13,BL-000744,24,7057300,141146,125151,15995,0,6887844,6907037,6887844,0,0,15995,3198,19193,19193,99.72,FEE_TIER_MISMATCH;FEE_COMPONENT_MISMATCH
setl_00000093,2026-06-15,BL-000759,42,11508000,208427,208427,0,557777,10699976,10699976,10699976,0,0,0,0,0,0,100.0,
setl_00000094,2026-06-15,BL-000758,5,1357600,24145,24145,0,0,1328612,1328612,1328612,0,0,0,0,0,0,100.0,
setl_00000095,2026-06-16,BL-000768,1,493400,9868,9868,0,0,480729,481555,480729,0,826,0,0,826,1652,99.83,BATCH_ARITHMETIC
setl_00000096,2026-06-17,BL-000781,55,15733900,300240,300240,0,71164,15302264,15302264,15302264,0,0,0,0,0,0,100.0,
setl_00000097,2026-06-18,BL-000787,25,7886400,143606,143606,0,0,7713981,7713981,7713981,0,0,0,0,0,0,100.0,
setl_00000098,2026-06-19,BL-000800,13,3522700,70454,70454,0,408711,3029403,3029403,3029403,0,0,0,0,0,0,100.0,
setl_00000099,2026-06-20,BL-000808,39,10568300,188022,188022,0,560345,9782206,9782206,9782206,0,0,0,0,0,0,100.0,
setl_00000100,2026-06-22,BL-000820,46,12205800,227954,227954,0,167135,11764977,11764977,11764977,0,0,0,0,0,0,100.0,
setl_00000101,2026-06-22,BL-000819,11,3642900,67262,67262,0,335762,3226382,3226382,3226382,0,0,0,0,0,0,100.0,
setl_00000102,2026-06-24,BL-000848,64,17885300,338554,338554,0,67006,17353943,17411820,17353943,0,57877,0,0,57877,115754,99.67,BATCH_ARITHMETIC
setl_00000103,2026-06-25,BL-000863,36,11809100,216151,216151,0,0,11549580,11549580,11549580,0,0,0,0,0,0,100.0,
setl_00000104,2026-06-26,BL-000870,24,7159700,132652,132652,0,0,7000434,7000434,7000434,0,0,0,0,0,0,100.0,
setl_00000105,2026-06-27,BL-000878,45,13702200,263812,263812,0,0,13258668,13385465,13258668,0,126797,0,0,126797,253594,99.05,BATCH_ARITHMETIC
setl_00000106,2026-06-29,BL-000902,80,24346600,455688,455688,0,416915,23382574,23382574,23382574,0,0,0,0,0,0,100.0,
setl_00000107,2026-06-29,BL-000898,11,2264300,40561,40561,0,0,2209524,2215602,2209524,0,6078,0,0,6078,12156,99.73,BATCH_ARITHMETIC
setl_00000108,2026-06-30,BL-000912,10,2165900,40802,40802,0,0,2116913,2116913,2116913,0,0,0,0,0,0,100.0,
setl_00000109,2026-07-01,BL-000928,52,15327400,293366,293366,0,430468,14544713,14544713,14544713,0,0,0,0,0,0,100.0,
setl_00000110,2026-07-02,BL-000936,37,11871100,223910,223910,0,0,11602269,11602269,11602269,0,0,0,0,0,0,100.0,
setl_00000111,2026-07-03,BL-000945,47,13009800,233905,233905,0,378996,12349965,12349965,12349965,0,0,0,0,0,0,100.0,
setl_00000112,2026-07-04,BL-000958,47,12486800,224719,224719,0,50768,12144845,12166224,12144845,0,21379,0,0,21379,42758,99.82,BATCH_ARITHMETIC
setl_00000113,2026-07-06,BL-000977,33,10186200,198870,198870,0,424098,9523340,9523340,9523340,0,0,0,0,0,0,100.0,
setl_00000114,2026-07-06,BL-000975,17,5141000,97707,97707,0,0,5023692,5023692,5023692,0,0,0,0,0,0,100.0,
setl_00000115,2026-07-07,BL-000995,3,563600,11272,11272,0,0,550069,550069,550069,0,0,0,0,0,0,100.0,
setl_00000116,2026-07-08,BL-001001,47,14800200,296004,273578,22426,791280,13653541,13680453,13653541,0,0,22426,4486,26912,26912,99.8,FEE_TIER_MISMATCH;FEE_COMPONENT_MISMATCH
setl_00000117,2026-07-09,BL-001014,30,9424600,161043,161043,0,0,9231239,9231239,9231239,0,0,0,0,0,0,100.0,
setl_00000118,2026-07-10,BL-001025,17,5196400,96405,96405,0,0,5080654,5080654,5080654,0,0,0,0,0,0,100.0,
setl_00000119,2026-07-11,BL-001038,57,14552400,247464,247464,0,607047,13648226,13648226,13648226,0,0,0,0,0,0,100.0,
setl_00000120,2026-07-13,BL-001055,44,14963800,282096,282096,0,0,13784553,14625110,13784553,0,840557,0,0,840557,1681114,94.25,BATCH_ARITHMETIC
setl_00000121,2026-07-13,BL-001054,11,2280600,44716,44716,0,227850,1999066,1999066,1999066,0,0,0,0,0,0,100.0,
setl_00000122,2026-07-14,BL-001074,2,679300,11279,11279,0,0,665759,665759,665759,0,0,0,0,0,0,100.0,
setl_00000123,2026-07-15,BL-001084,55,17814300,326822,326822,0,295648,17126256,17126256,17126256,0,0,0,0,0,0,100.0,
setl_00000124,2026-07-16,BL-001094,31,8721800,154707,154707,0,0,8536050,8536050,8536050,0,0,0,0,0,0,100.0,
setl_00000125,2026-07-17,BL-001107,43,11341300,204793,204793,0,55056,11040360,11040360,11040360,0,0,0,0,0,0,100.0,
setl_00000126,2026-07-18,BL-001118,33,10087600,180060,180060,0,310008,9561403,9561403,9561403,0,0,0,0,0,0,100.0,
setl_00000127,2026-07-20,BL-001142,33,10399800,184591,184591,0,592999,9585172,9585172,9585172,0,0,0,0,0,0,100.0,
setl_00000128,2026-07-20,BL-001141,4,1489200,24815,24815,0,0,1459406,1459406,1459406,0,0,0,0,0,0,100.0,
setl_00000129,2026-07-22,BL-001170,46,13532500,250072,250072,0,181023,13051232,13051232,13051232,0,0,0,0,0,0,100.0,
setl_00000130,2026-07-23,BL-001183,41,11545700,212179,212179,0,487827,10803124,10803124,10803124,0,0,0,0,0,0,100.0,
setl_00000131,2026-07-24,BL-001189,13,4259700,85194,85194,0,0,4148092,4157419,4148092,0,9327,0,0,9327,18654,99.78,BATCH_ARITHMETIC
setl_00000132,2026-07-25,BL-001204,42,12190600,219752,219752,0,371536,11555219,11555219,11555219,0,0,0,0,0,0,100.0,
setl_00000133,2026-07-27,BL-001223,52,15503300,292266,292266,0,423866,14728533,14728533,14728533,0,0,0,0,0,0,100.0,
setl_00000134,2026-07-27,BL-001221,20,6853500,121107,121107,0,0,6708092,6708092,6708092,0,0,0,0,0,0,100.0,
setl_00000135,2026-07-28,BL-001239,4,1397300,22474,22474,0,0,1370317,1370317,1370317,0,0,0,0,0,0,100.0,
setl_00000136,2026-07-29,BL-001254,51,13890100,252777,252777,0,256230,13330376,13330376,13330376,0,0,0,0,0,0,100.0,
setl_00000137,2026-07-30,BL-001268,36,9625500,192510,181270,11240,0,9394375,9407864,9394375,0,0,11240,2249,13489,13489,99.86,FEE_TIER_MISMATCH;FEE_COMPONENT_MISMATCH
setl_00000138,2026-07-31,BL-001282,45,13125100,248095,248095,0,810626,11995774,12016607,11995774,0,20833,0,0,20833,41666,99.83,BATCH_ARITHMETIC
setl_00000139,2026-08-01,BL-001300,34,10666300,204074,204074,0,102104,10319183,10319183,10319183,0,0,0,0,0,0,100.0,
setl_00000140,2026-08-03,BL-001317,63,15453800,284860,284860,0,327110,14784677,14784677,14784677,0,0,0,0,0,0,100.0,
setl_00000141,2026-08-03,BL-001315,20,6050200,117944,117944,0,252491,5656107,5656107,5656107,0,0,0,0,0,0,100.0,
setl_00000142,2026-08-05,BL-001336,49,13202900,258982,258982,0,256455,12635512,12635512,12635512,0,0,0,0,0,0,100.0,
setl_00000143,2026-08-06,BL-001345,25,6025000,113935,113935,0,181913,5686343,5706295,5686343,0,19952,0,0,19952,39904,99.65,BATCH_ARITHMETIC
setl_00000144,2026-08-07,BL-001359,23,7399300,143180,143180,0,92389,7135010,7135010,7135010,0,0,0,0,0,0,100.0,
setl_00000145,2026-08-08,BL-001369,45,11284400,196151,196151,0,324464,10724423,10724423,10724423,0,0,0,0,0,0,100.0,
setl_00000146,2026-08-10,BL-001388,36,10599700,195826,195826,0,475990,9888596,9888596,9888596,0,0,0,0,0,0,100.0,
setl_00000147,2026-08-11,BL-001405,10,2644200,52884,52884,0,267509,2313201,2313201,2313201,0,0,0,0,0,0,100.0,
setl_00000148,2026-08-12,BL-001413,49,14972700,282499,282499,0,79557,14553970,14553970,14553970,0,0,0,0,0,0,100.0,
setl_00000149,2026-08-13,BL-001423,39,11496200,203197,203197,0,0,11252231,11252231,11252231,0,0,0,0,0,0,100.0,
setl_00000150,2026-08-14,BL-001434,27,7148100,142962,135284,7678,184885,6791578,6800792,6791578,0,0,7678,1536,9214,9214,99.86,FEE_TIER_MISMATCH;FEE_COMPONENT_MISMATCH
setl_00000151,2026-08-17,BL-001456,52,16027900,320558,306995,13563,0,15643042,15659319,15643042,0,0,13563,2714,16277,16277,99.9,FEE_TIER_MISMATCH;FEE_COMPONENT_MISMATCH
setl_00000152,2026-08-17,BL-001457,58,16537700,312373,312373,0,82377,16080282,16080282,16080282,0,0,0,0,0,0,100.0,
setl_00000153,2026-08-17,BL-001454,22,7691500,144860,144860,0,260207,7257372,7257372,7257372,0,0,0,0,0,0,100.0,
setl_00000154,2026-08-18,BL-001478,9,3025600,57229,57229,0,0,2956891,2956891,2956891,0,0,0,0,0,0,100.0,
setl_00000155,2026-08-19,BL-001491,46,13595900,257257,257257,0,0,13287033,13287033,13287033,0,0,0,0,0,0,100.0,
setl_00000156,2026-08-20,BL-001497,32,9093600,159146,159146,0,0,8902520,8902520,8902520,0,0,0,0,0,0,100.0,
setl_00000157,2026-08-21,BL-001514,27,7985800,143245,143245,0,267676,7546138,7546138,7546138,0,0,0,0,0,0,100.0,
setl_00000158,2026-08-22,BL-001529,47,14199400,263847,263847,0,379329,13503290,13503290,13503290,0,0,0,0,0,0,100.0,
setl_00000159,2026-08-24,BL-001548,39,12002400,220419,220419,0,0,11737756,11737756,11737756,0,0,0,0,0,0,100.0,
setl_00000160,2026-08-24,BL-001547,17,4014500,76230,76230,0,215253,3707725,3707725,3707725,0,0,0,0,0,0,100.0,
setl_00000161,2026-08-25,BL-001570,1,498700,9974,9974,0,0,486727,486727,486727,0,0,0,0,0,0,100.0,
setl_00000162,2026-08-26,BL-001582,52,15513900,271666,271666,0,154858,15032861,15032861,15032861,0,0,0,0,0,0,100.0,
setl_00000163,2026-08-27,BL-001590,42,11957400,217849,217849,0,40755,11655087,11655087,11655087,0,0,0,0,0,0,100.0,
setl_00000164,2026-08-28,BL-001600,13,3589400,65087,65087,0,0,3504428,3511256,3504428,0,6828,0,0,6828,13656,99.81,BATCH_ARITHMETIC
setl_00000165,2026-08-29,BL-001613,46,14981800,299636,265971,33665,1367769,13254293,13294691,13254293,0,0,33665,6733,40398,40398,99.7,FEE_TIER_MISMATCH;FEE_COMPONENT_MISMATCH
setl_00000166,2026-08-31,BL-001632,54,16022300,295124,295124,0,0,15667963,15667963,15667963,0,0,0,0,0,0,100.0,
setl_00000167,2026-08-31,BL-001631,4,878200,17564,17564,0,0,857115,857115,857115,0,0,0,0,0,0,100.0,
setl_00000168,2026-09-01,BL-001648,17,4818100,90583,90583,0,502383,4206962,4206962,4206962,0,0,0,0,0,0,100.0,
setl_00000169,2026-09-02,BL-001659,40,11067800,193966,193966,0,40728,10794184,10794184,10794184,0,0,0,0,0,0,100.0,
setl_00000170,2026-09-03,BL-001676,42,11935800,237370,237370,0,55691,11595125,11595125,11595125,0,0,0,0,0,0,100.0,
setl_00000171,2026-09-04,BL-001688,33,9510500,176469,176469,0,0,9298626,9298626,9298626,0,0,0,0,0,0,100.0,
setl_00000172,2026-09-05,BL-001700,38,11707400,215194,215194,0,156275,11292756,11292756,11292756,0,0,0,0,0,0,100.0,
setl_00000173,2026-09-07,,47,15225800,271654,271654,0,266366,14633270,14633270,,0,0,0,0,0,0,0.0,
setl_00000174,2026-09-07,,5,1449200,28984,28984,0,0,1414404,1414404,,0,0,0,0,0,0,0.0,
