line_id,txn_date,value_date,narration,utr,amount_in,amount_out,account
BL-000080,2026-06-13,2026-06-13,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000034 UTR 900000001604,900000001604,153696.13,,HDFC-Current-4421
BL-000081,2026-06-15,2026-06-15,UPI/HDFC0001234/144279699825/adissol@ybl/ADISHAKTI SOLAR EP,900000008968,,754012.00,HDFC-Current-4421
BL-000082,2026-06-15,2026-06-15,UPI/HDFC0001234/134577612676/RT-2026-000055/adissol@paytm/ADISSOL EPC,900000007923,,557272.00,HDFC-Current-4421
BL-000083,2026-06-15,2026-06-15,NEFT DR SBIN0000921 900000010154 FROM KARMAN CONVEYANCES PVT LTD against inv INR 249179.00,900000010154,,249179.00,HDFC-Current-4421
BL-000084,2026-06-15,2026-06-15,RTGS SBIN0000921 900000006099 SHREE BAMAJI ELECTRICALS PVT LTD INR 150092.00 amc renewal,900000006099,,150092.00,HDFC-Current-4421
BL-000085,2026-06-15,2026-06-15,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000036 UTR 900000001659,900000001659,78185.86,,HDFC-Current-4421
BL-000086,2026-06-15,2026-06-15,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000035 UTR 900000001648,900000001648,138129.08,,HDFC-Current-4421
BL-000087,2026-06-15,2026-06-15,NEFT CR HDFC0001234 900000006644 FROM INDUSLOOM ROOFING PRODUCTS PVT LTD material supply I,900000006644,154432.00,,HDFC-Current-4421
BL-000088,2026-06-15,2026-06-15,UPI/HDFC0001234/841319495208/zeniele@okhdfcbank/ZENITH ONE ELECTRICALS COMPANY,900000014711,188021.00,,HDFC-Current-4421
BL-000089,2026-06-15,2026-06-15,UPI/HDFC0001234/461630559012/hirahar@ybl/HIRANYAKA HAR /INV-2026-000156,900000012226,263835.00,,HDFC-Current-4421
BL-000090,2026-06-15,2026-06-15,NEFT CR SBIN0000921 900000007287 FROM EVERSTONE LOGISTICS LTD milestone 2 INR 563199.00 IN,900000007287,563199.00,,HDFC-Current-4421
BL-000091,2026-06-15,2026-06-15,INV-2026-000090 RTGS KKBK0000812 900000009510 VAISHNAVI TEXTILES LLP INR 1367616.00 freigh,900000009510,1367616.00,,HDFC-Current-4421
BL-000092,2026-06-15,2026-06-15,UPI/HDFC0001234/660532300949/INV-2026-000157/ramacon@okaxis/RAMAN DEEP CONVEYANCES PRIVATE,900000012306,3623002.00,,HDFC-Current-4421
BL-000093,2026-06-16,2026-06-16,CHQ CLG SAPTAGIRI MACHINE P ,900000010905,,604631.00,HDFC-Current-4421
BL-000094,2026-06-16,2026-06-16,UPI/HDFC0001234/664308670631/VB-2026-000030/adissol@okhdfcbank/ADISHAKTI SOZAR EPC C,900000006734,,390100.00,HDFC-Current-4421
BL-000095,2026-06-16,2026-06-16,NEFT DR HDFC0001234 900000010995 FROM RAMAN DEEP POLYMERS COMPANY full and final INR 89983,900000010995,,89983.00,HDFC-Current-4421
BL-000096,2026-06-16,2026-06-16,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000037 UTR 900000001669,900000001669,6456.23,,HDFC-Current-4421
BL-000097,2026-06-16,2026-06-16,NEFT CR ICIC0000429 900000007637 FROM TANSH MACHINE PARTS PUN freight charges INR 207314.0,900000007637,207314.00,,HDFC-Current-4421
BL-000098,2026-06-16,2026-06-16,NEFT CR HDFC0001234 900000009302 FROM EVERSTONE LOGISTICS LTD milestone 2 INR 716085.00 IN,900000009302,716085.00,,HDFC-Current-4421
BL-000099,2026-06-16,2026-06-16,UPI/HDFC0001234/767372603008/ramacon@okhdfcbank/RAMAN DEEP CONVEYANCES LTD/INV-2026-000117,900000010678,3350391.00,,HDFC-Current-4421
BL-000100,2026-06-17,2026-06-17,CHQ CLG SAPTAGIRI MACHINE PARTS COMPANY RT-2026-000063,900000008391,,311431.00,HDFC-Current-4421
BL-000101,2026-06-17,2026-06-17,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000038 UTR 900000001758,900000001758,118988.48,,HDFC-Current-4421
BL-000102,2026-06-17,2026-06-17,INV-2026-000122 RTGS ICIC0000429 900000010860 VAISHNAVI TEXTILES LLP INR 490316.00 materia,900000010860,490316.00,,HDFC-Current-4421
BL-000103,2026-06-18,2026-06-18,NEFT DR HDFC0001234 900000008425 FROM NALANDA RECYCLERS LTD against inv INR 426804.00 RT-2,900000008425,,426804.00,HDFC-Current-4421
BL-000104,2026-06-18,2026-06-18,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000039 UTR 900000001794,900000001794,103759.96,,HDFC-Current-4421
BL-000105,2026-06-18,2026-06-18,UPI/HDFC0001234/987899230548/hirahar@okhdfcbank/HIRAHAR HARDWARE,900000015320,161889.00,,HDFC-Current-4421
BL-000106,2026-06-18,2026-06-18,UPI/HDFC0001234/994414727482/ramacon@okhdfcbank/RAMAN DEEP CONVEYA,900000012928,189590.00,,HDFC-Current-4421
BL-000107,2026-06-18,2026-06-18,RTGS KKBK0000812 900000009549 VAISHNAVI TEX INR 580086.00 invoice settlement,900000009549,580086.00,,HDFC-Current-4421
BL-000108,2026-06-18,2026-06-18,INV-2026-000083 NEFT CR SBIN0000921 900000009373 FROM INDUSLOOM RO material supply INR 120,900000009373,1205209.00,,HDFC-Current-4421
BL-000109,2026-06-19,2026-06-19,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000040 UTR 900000001852,900000001852,76189.15,,HDFC-Current-4421
BL-000110,2026-06-19,2026-06-19,NEFT CR SBIN0000921 900000008022 FROM SHREE BALA amc renewal INR 292343.00 INV-2026-000057,900000008022,292343.00,,HDFC-Current-4421
BL-000111,2026-06-20,2026-06-20,UPI/HDFC0001234/865828003333/adissol@ybl/ADISHAKTI SOLAR EPC COMPANY/RT-2026-000077,900000009054,,396106.00,HDFC-Current-4421
BL-000112,2026-06-20,2026-06-20,NEFT DR KKBK0000812 900000009148 FROM VAISHNAVI LOG  security deposit INR 163653.00,900000009148,,163653.00,HDFC-Current-4421
BL-000113,2026-06-20,2026-06-20,NEFT DR ICIC0000429 900000009199 FROM MERIDIAN WATER TREATMENT & CO full and final INR 921,900000009199,,92140.00,HDFC-Current-4421
BL-000114,2026-06-20,2026-06-20,NEFT DR KKBK0000812 900000009917 FROM RAMAN DEEP POLYMERS C full and final INR 62131.00,900000009917,,62131.00,HDFC-Current-4421
BL-000115,2026-06-20,2026-06-20,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000041 UTR 900000001944,900000001944,135697.37,,HDFC-Current-4421
BL-000116,2026-06-20,2026-06-20,INV-2026-000131 NEFT CR HDFC0001234 900000011346 FROM TANSH MACHINE  freight charges INR 6,900000011346,685749.00,,HDFC-Current-4421
BL-000117,2026-06-22,2026-06-22,VB-2026-000073 NEFT DR HDFC0001234 900000008767 FROM RAMAPOL POLYMERS material supply INR ,900000008767,,432708.00,HDFC-Current-4421
BL-000118,2026-06-22,2026-06-22,NEFT DR UTIB0002233 900000012696 FROM KARMCON CONVEYANCES security deposit INR 303600.00 R,900000012696,,303600.00,HDFC-Current-4421
BL-000119,2026-06-22,2026-06-22,CHQ CLG SAPTAGIRI MACHINE PART ,900000011900,,182024.00,HDFC-Current-4421
BL-000120,2026-06-22,2026-06-22,UPI/HDFC0001234/700517181408/hirahar@paytm/HIRANYAKA HARDWARE PVT LTD,900000010555,58348.00,,HDFC-Current-4421
BL-000121,2026-06-22,2026-06-22,INV-2026-000199 NEFT CR SBIN0000921 900000014316 FROM SHREREC RECY invoice settlement INR ,900000014316,82595.00,,HDFC-Current-4421
BL-000122,2026-06-22,2026-06-22,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000042 UTR 900000002038,900000002038,91963.86,,HDFC-Current-4421
BL-000123,2026-06-22,2026-06-22,UPI/HDFC0001234/688828095370/ramacon@paytm/RAMAN DEEP,900000011312,105154.00,,HDFC-Current-4421
BL-000124,2026-06-22,2026-06-22,UPI/HDFC0001234/227858022889/INV-2026-000223/zeniele@okaxis/ZENITH ONE ELECTRICALS & CO,900000015476,243602.00,,HDFC-Current-4421
BL-000125,2026-06-22,2026-06-22,UPI/HDFC0001234/700352968090/hirahar@okaxis/HIRANYAKA HARDWARE PV,900000012880,245711.00,,HDFC-Current-4421
BL-000126,2026-06-22,2026-06-22,UPI/HDFC0001234/350372285060/INV-2026-000315/zeniele@ybl/ZENITH ONE ELECTRICALS & CO,900000019270,261545.00,,HDFC-Current-4421
BL-000127,2026-06-22,2026-06-22,UPI/HDFC0001234/137126949683/zeniele@okaxis/ZENITH ONE ELECTRICAL,900000018195,291515.00,,HDFC-Current-4421
BL-000128,2026-06-22,2026-06-22,NEFT CR KKBK0000812 900000034340 FROM SHREE BALAJI RECYCLERS material supply INR 666874.00,900000034340,666874.00,,HDFC-Current-4421
BL-000129,2026-06-23,2026-06-23,RT-2026-000164 NEFT DR HDFC0001234 900000012752 FROM RAMAN DEQP POLYMERS COMPANY security ,900000012752,,771509.00,HDFC-Current-4421
BL-000130,2026-06-23,2026-06-23,NEFT DR KKBK0000812 900000009264 FROM VAISLOG LOG material supply INR 299258.00,900000009264,,299258.00,HDFC-Current-4421
BL-000131,2026-06-23,2026-06-23,NEFT DR HDFC0001234 900000015029 FROM KARMAN CONVEYANCES PVT LTD milestone 2 INR 272967.00,900000015029,,272967.00,HDFC-Current-4421
BL-000132,2026-06-23,2026-06-23,NEFT DR HDFC0001234 900000011755 FROM RAMAN DEEP P milestone 2 INR 181090.00 VB-2026-00014,900000011755,,181090.00,HDFC-Current-4421
BL-000133,2026-06-23,2026-06-23,NEFT DR SBIN0000921 900000006886 FROM MERIDIAN WATER amc renewal INR 49786.00 VB-2026-0000,900000006886,,49786.00,HDFC-Current-4421
BL-000134,2026-06-23,2026-06-23,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000043 UTR 900000002046,900000002046,25507.73,,HDFC-Current-4421
BL-000135,2026-06-23,2026-06-23,UPI/HDFC0001234/320606396733/lohipol@ybl/LOHIYA POLYMERS COMPANY,900000007084,158715.00,,HDFC-Current-4421
BL-000136,2026-06-24,2026-06-24,CHQ CLG SAPTAGIRI MACHINE PARTS PRIVATE LIMITED ,900000011210,,608777.00,HDFC-Current-4421
BL-000137,2026-06-24,2026-06-24,UPI/HDFC0001234/509980967850/VB-2026-000111/adissol@ybl/ADISHAKTI SOLAR,900000010396,,309401.00,HDFC-Current-4421
BL-000138,2026-06-24,2026-06-24,NEFT DR ICIC0000429 900000016030 FROM RAMAN DEEP POLYMERS KOC freight charges INR 255426.0,900000016030,,255426.00,HDFC-Current-4421
BL-000139,2026-06-24,2026-06-24,NEFT DR KKBK0000812 900000011977 FROM RAMAN DEEP POLYMERS LTD advance INR 165588.00,900000011977,,165588.00,HDFC-Current-4421
BL-000140,2026-06-24,2026-06-24,NEFT DR SBIN0000921 900000008518 FROM MERIDIAN WATER material supply INR 67004.00 RT-2026-,900000008518,,67004.00,HDFC-Current-4421
BL-000141,2026-06-24,2026-06-24,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000044 UTR 900000002081,900000002081,114057.87,,HDFC-Current-4421
BL-000142,2026-06-24,2026-06-24,UPI/HDFC0001234/625233969587/lohipol@paytm/LOHIYA POLYMERS/INV-2026-000018,900000006264,142160.00,,HDFC-Current-4421
BL-000143,2026-06-24,2026-06-24,UPI/HDFC0001234/912031327351/hirahar@okhdfcbank/HIRANYAKA HARDWARE PUN/INV-2026-000195,900000014014,491625.00,,HDFC-Current-4421
BL-000144,2026-06-24,2026-06-24,UPI/HDFC0001234/391936515602/INV-2026-000009/anancat@okhdfcbank/ANANT INFRA CATERING SERVI,900000006004,538721.00,,HDFC-Current-4421
BL-000145,2026-06-24,2026-06-24,NEFT CR HDFC0001234 900000034170 FROM TRIVIDATA WAREHOUSING LLP invoice settlement INR 608,900000034170,608247.00,,HDFC-Current-4421
BL-000146,2026-06-24,2026-06-24,UPI/HDFC0001234/880278124887/INV-2026-000121/hirahar@ybl/HIRANYAKA HARDWARE ,900000010773,784500.00,,HDFC-Current-4421
BL-000147,2026-06-25,2026-06-25,RTGS KKBK0000812 900000010736 SHREE BALAJI ELECTRICALS LTD INR 599388.00 full and final,900000010736,,599388.00,HDFC-Current-4421
BL-000148,2026-06-25,2026-06-25,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000045 UTR 900000002117,900000002117,79005.66,,HDFC-Current-4421
BL-000149,2026-06-25,2026-06-25,NEFT CR UTIB0002233 900000013746 FROM SHREE BALAJI RECYCLERS KOC material supply INR 11455,900000013746,114556.00,,HDFC-Current-4421
BL-000150,2026-06-25,2026-06-25,NEFT CR KKBK0000812 900000014107 FROM TRIVIDATA WAREHOUSING HUB advance INR 388451.00,900000014107,388451.00,,HDFC-Current-4421
BL-000151,2026-06-26,2026-06-26,VB-2026-000012 RTGS UTIB0002233 900000006095 SHREE BALAJI ELECTRICALS & CO INR 1159745.00 ,900000006095,,1159745.00,HDFC-Current-4421
BL-000152,2026-06-26,2026-06-26,UPI/HDFC0001234/281500774400/adissol@ybl/ADISHAKTI SOLAR EPC & CO/VB-2026-000120,900000010750,,308999.00,HDFC-Current-4421
BL-000153,2026-06-26,2026-06-26,RT-2026-000109 NEFT DR SBIN0000921 900000010232 FROM VAISHNAVI  amc renewal INR 84104.00,900000010232,,84104.00,HDFC-Current-4421
BL-000154,2026-06-26,2026-06-26,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000046 UTR 900000002186,900000002186,78856.35,,HDFC-Current-4421
