payment_id,order_id,amount,method,fee,captured_at,status,settlement_id,notes_invoice_no
pay_260508000047,order_260508001,1998.00,upi_apps,39.96,2026-05-08T15:55:00+05:30,captured,setl_00000002,
pay_260508000048,order_260508001,4824.00,netbanking,43.41,2026-05-08T15:36:00+05:30,captured,setl_00000002,
pay_260508000049,order_260508001,4995.00,upi_apps,99.90,2026-05-08T17:47:00+05:30,captured,setl_00000002,
pay_260508000050,order_260508001,1809.00,netbanking,16.28,2026-05-08T08:47:00+05:30,captured,setl_00000002,
pay_260508000051,order_260508001,1476.00,upi_apps,29.52,2026-05-08T19:00:00+05:30,captured,setl_00000002,
pay_260508000052,order_260508001,890.00,upi_apps,17.80,2026-05-08T20:56:00+05:30,captured,setl_00000002,
pay_260508000053,order_260508001,3404.00,netbanking,30.63,2026-05-08T20:36:00+05:30,captured,setl_00000002,
pay_260508000054,order_260508001,589.00,upi_apps,11.78,2026-05-08T10:21:00+05:30,captured,setl_00000002,
pay_260508000055,order_260508001,4009.00,upi_apps,80.18,2026-05-08T21:42:00+05:30,captured,setl_00000002,
pay_260508000056,order_260508001,3829.00,card,76.58,2026-05-08T21:38:00+05:30,captured,setl_00000002,
pay_260508000057,order_260508001,4361.00,upi_apps,87.22,2026-05-08T12:08:00+05:30,captured,setl_00000002,
pay_260508000058,order_260508001,4686.00,upi_apps,93.72,2026-05-08T12:10:00+05:30,captured,setl_00000002,
pay_260508000059,order_260508001,5022.00,card,100.44,2026-05-08T21:56:00+05:30,captured,setl_00000002,
pay_260508000060,order_260508001,1295.00,card,25.90,2026-05-08T12:16:00+05:30,captured,setl_00000002,
pay_260508000061,order_260508001,3062.00,upi_apps,61.24,2026-05-08T22:14:00+05:30,captured,setl_00000002,
pay_260508000062,order_260508001,2620.00,netbanking,23.58,2026-05-08T08:52:00+05:30,captured,setl_00000002,
pay_260508000063,order_260508001,2478.00,card,49.56,2026-05-08T14:44:00+05:30,captured,setl_00000002,
pay_260508000064,order_260508001,1313.00,wallet,26.26,2026-05-08T15:26:00+05:30,captured,setl_00000002,
pay_260508000065,order_260508001,3120.00,upi_apps,62.40,2026-05-08T22:50:00+05:30,captured,setl_00000002,
pay_260508000066,order_260508001,1235.00,upi_apps,24.70,2026-05-08T19:11:00+05:30,captured,setl_00000002,
pay_260508000067,order_260508001,3940.00,upi_apps,78.80,2026-05-08T13:13:00+05:30,captured,setl_00000002,
pay_260508000068,order_260508001,3381.00,upi_apps,67.62,2026-05-08T10:44:00+05:30,captured,setl_00000002,
pay_260508000069,order_260508001,3664.00,card,73.28,2026-05-08T21:46:00+05:30,captured,setl_00000002,
pay_260508000070,order_260508001,4849.00,upi_apps,96.98,2026-05-08T14:45:00+05:30,captured,setl_00000002,
pay_260508000071,order_260508001,2269.00,wallet,45.38,2026-05-08T15:05:00+05:30,captured,setl_00000002,
pay_260508000072,order_260508001,1475.00,upi_apps,29.50,2026-05-08T20:39:00+05:30,captured,setl_00000002,
pay_260508000073,order_260508001,4716.00,upi_apps,94.32,2026-05-08T21:26:00+05:30,captured,setl_00000002,
pay_260508000074,order_260508001,3361.00,card,67.22,2026-05-08T08:21:00+05:30,captured,setl_00000002,
pay_260508000075,order_260508001,4749.00,card,94.98,2026-05-08T16:30:00+05:30,captured,setl_00000002,
pay_260508000076,order_260508001,4406.00,card,88.12,2026-05-08T19:48:00+05:30,captured,setl_00000002,
pay_260508000077,order_260508001,3679.00,card,73.58,2026-05-08T12:57:00+05:30,captured,setl_00000002,
pay_260508000078,order_260508001,2327.00,card,46.54,2026-05-08T11:13:00+05:30,captured,setl_00000002,
pay_260508000079,order_260508001,1682.00,card,33.64,2026-05-08T08:23:00+05:30,captured,setl_00000002,
pay_260508000080,order_260508001,2650.00,netbanking,23.85,2026-05-08T13:17:00+05:30,captured,setl_00000002,
pay_260508000081,order_260508001,1730.00,card,34.60,2026-05-08T10:46:00+05:30,captured,setl_00000002,
pay_260508000082,order_260508001,515.00,upi_apps,10.30,2026-05-08T10:08:00+05:30,captured,setl_00000002,
pay_260508000083,order_260508001,3536.00,netbanking,31.82,2026-05-08T16:36:00+05:30,captured,setl_00000002,
pay_260508000084,order_260508001,3826.00,card,76.52,2026-05-08T21:19:00+05:30,captured,setl_00000002,
pay_260508000085,order_260508001,2341.00,upi_apps,46.82,2026-05-08T13:10:00+05:30,captured,setl_00000002,
pay_260508000086,order_260508001,2139.00,upi_apps,42.78,2026-05-08T21:27:00+05:30,captured,setl_00000002,
pay_260508000087,order_260508001,1402.00,upi_apps,28.04,2026-05-08T14:59:00+05:30,captured,setl_00000002,
pay_260508000088,order_260508001,3410.00,card,68.20,2026-05-08T17:12:00+05:30,captured,setl_00000002,
pay_260508000089,order_260508001,4448.00,upi_apps,88.96,2026-05-08T15:43:00+05:30,captured,setl_00000002,
pay_260508000090,order_260508001,4808.00,upi_apps,96.16,2026-05-08T21:35:00+05:30,captured,setl_00000002,
pay_260508000091,order_260508001,4568.00,wallet,91.36,2026-05-08T08:54:00+05:30,captured,setl_00000002,
pay_260508000092,order_260508001,3292.00,upi_apps,65.84,2026-05-08T22:23:00+05:30,captured,setl_00000002,
pay_260508000093,order_260508001,2165.00,upi_apps,43.30,2026-05-08T08:25:00+05:30,captured,setl_00000002,
pay_260508000094,order_260508001,889.00,upi_apps,17.78,2026-05-08T13:38:00+05:30,captured,setl_00000002,
pay_260508000095,order_260508001,2556.00,upi_apps,51.12,2026-05-08T21:20:00+05:30,captured,setl_00000002,
pay_260508000096,order_260508001,2378.00,upi_apps,47.56,2026-05-08T09:44:00+05:30,captured,setl_00000002,
pay_260509000097,order_260509002,4690.00,upi_apps,93.80,2026-05-09T19:14:00+05:30,captured,setl_00000003,
pay_260509000098,order_260509002,1852.00,card,37.04,2026-05-09T22:05:00+05:30,captured,setl_00000003,
pay_260509000099,order_260509002,4361.00,netbanking,39.24,2026-05-09T19:49:00+05:30,captured,setl_00000003,
pay_260509000100,order_260509002,4828.00,upi_apps,96.56,2026-05-09T22:22:00+05:30,captured,setl_00000003,
pay_260509000101,order_260509002,2506.00,upi_apps,50.12,2026-05-09T13:27:00+05:30,captured,setl_00000003,
pay_260510000102,order_260510003,3964.00,card,79.28,2026-05-10T18:04:00+05:30,captured,setl_00000004,
pay_260510000103,order_260510003,3171.00,card,63.42,2026-05-10T09:14:00+05:30,captured,setl_00000004,
pay_260510000104,order_260510003,1806.00,upi_apps,36.12,2026-05-10T09:05:00+05:30,captured,setl_00000004,
pay_260510000105,order_260510003,1970.00,upi_apps,39.40,2026-05-10T09:24:00+05:30,captured,setl_00000004,
pay_260510000106,order_260510003,1938.00,netbanking,17.44,2026-05-10T22:02:00+05:30,captured,setl_00000004,
pay_260510000107,order_260510003,2254.00,wallet,45.08,2026-05-10T09:37:00+05:30,captured,setl_00000004,
pay_260510000108,order_260510003,1403.00,card,28.06,2026-05-10T15:31:00+05:30,captured,setl_00000004,
pay_260510000109,order_260510003,1337.00,upi_apps,26.74,2026-05-10T13:14:00+05:30,captured,setl_00000004,
pay_260511000110,order_260511004,1008.00,netbanking,9.07,2026-05-11T09:45:00+05:30,captured,setl_00000005,
pay_260511000111,order_260511004,4917.00,netbanking,44.25,2026-05-11T15:22:00+05:30,captured,setl_00000005,
pay_260511000112,order_260511004,2594.00,card,51.88,2026-05-11T16:52:00+05:30,captured,setl_00000005,
pay_260511000113,order_260511004,4747.00,card,94.94,2026-05-11T22:21:00+05:30,captured,setl_00000005,
pay_260511000114,order_260511004,3576.00,upi_apps,71.52,2026-05-11T21:25:00+05:30,captured,setl_00000005,
pay_260511000115,order_260511004,3851.00,wallet,77.02,2026-05-11T22:12:00+05:30,captured,setl_00000005,
pay_260511000116,order_260511004,2544.00,upi_apps,50.88,2026-05-11T21:03:00+05:30,captured,setl_00000005,
pay_260511000117,order_260511004,3646.00,upi_apps,72.92,2026-05-11T09:49:00+05:30,captured,setl_00000005,
pay_260511000118,order_260511004,1229.00,upi_apps,24.58,2026-05-11T10:19:00+05:30,captured,setl_00000005,
pay_260511000119,order_260511004,3133.00,netbanking,28.19,2026-05-11T08:25:00+05:30,captured,setl_00000005,
pay_260511000120,order_260511004,3937.00,netbanking,35.43,2026-05-11T19:57:00+05:30,captured,setl_00000005,
pay_260511000121,order_260511004,5317.00,card,106.34,2026-05-11T17:47:00+05:30,captured,setl_00000005,
pay_260511000122,order_260511004,1279.00,upi_apps,25.58,2026-05-11T09:24:00+05:30,captured,setl_00000005,
pay_260511000123,order_260511004,1179.00,wallet,23.58,2026-05-11T12:08:00+05:30,captured,setl_00000005,
pay_260511000124,order_260511004,2096.00,card,41.92,2026-05-11T16:44:00+05:30,captured,setl_00000005,
pay_260511000125,order_260511004,2996.00,upi_apps,59.92,2026-05-11T08:10:00+05:30,captured,setl_00000005,
pay_260511000126,order_260511004,1917.00,card,38.34,2026-05-11T15:32:00+05:30,captured,setl_00000005,
pay_260511000127,order_260511004,1686.00,netbanking,15.17,2026-05-11T09:13:00+05:30,captured,setl_00000005,
pay_260511000128,order_260511004,1512.00,upi_apps,30.24,2026-05-11T16:08:00+05:30,captured,setl_00000005,
pay_260511000129,order_260511004,5152.00,upi_apps,103.04,2026-05-11T15:04:00+05:30,captured,setl_00000005,
pay_260511000130,order_260511004,2909.00,card,58.18,2026-05-11T20:23:00+05:30,captured,setl_00000005,
pay_260511000131,order_260511004,4775.00,card,95.50,2026-05-11T08:56:00+05:30,captured,setl_00000005,
pay_260511000132,order_260511004,3289.00,wallet,65.78,2026-05-11T21:41:00+05:30,captured,setl_00000005,
pay_260511000133,order_260511004,741.00,netbanking,6.66,2026-05-11T15:08:00+05:30,captured,setl_00000005,
pay_260511000134,order_260511004,1798.00,card,35.96,2026-05-11T10:41:00+05:30,captured,setl_00000005,
pay_260511000135,order_260511004,3987.00,card,79.74,2026-05-11T18:19:00+05:30,captured,setl_00000005,
pay_260511000136,order_260511004,2186.00,card,43.72,2026-05-11T09:37:00+05:30,captured,setl_00000005,
pay_260511000137,order_260511004,526.00,card,10.52,2026-05-11T09:18:00+05:30,captured,setl_00000005,
pay_260511000138,order_260511004,2485.00,card,49.70,2026-05-11T15:45:00+05:30,captured,setl_00000005,
pay_260511000139,order_260511004,1862.00,upi_apps,37.24,2026-05-11T22:53:00+05:30,captured,setl_00000005,
pay_260511000140,order_260511004,1296.00,wallet,25.92,2026-05-11T11:44:00+05:30,captured,setl_00000005,
pay_260511000141,order_260511004,1971.00,wallet,39.42,2026-05-11T15:47:00+05:30,captured,setl_00000005,
pay_260511000142,order_260511004,2470.00,upi_apps,49.40,2026-05-11T22:15:00+05:30,captured,setl_00000005,
pay_260511000143,order_260511004,1454.00,upi_apps,29.08,2026-05-11T08:22:00+05:30,captured,setl_00000005,
pay_260511000144,order_260511004,5177.00,card,103.54,2026-05-11T10:51:00+05:30,captured,setl_00000005,
pay_260511000145,order_260511004,3540.00,upi_apps,70.80,2026-05-11T22:27:00+05:30,captured,setl_00000005,
pay_260511000146,order_260511004,965.00,upi_apps,19.30,2026-05-11T13:18:00+05:30,captured,setl_00000005,
pay_260511000147,order_260511004,1514.00,card,30.28,2026-05-11T21:57:00+05:30,captured,setl_00000005,
pay_260511000148,order_260511004,1018.00,card,20.36,2026-05-11T09:46:00+05:30,captured,setl_00000005,
pay_260511000149,order_260511004,5063.00,netbanking,45.56,2026-05-11T13:09:00+05:30,captured,setl_00000005,
pay_260512000150,order_260512005,3849.00,card,76.98,2026-05-12T14:24:00+05:30,captured,setl_00000006,
pay_260512000151,order_260512005,2575.00,netbanking,23.17,2026-05-12T15:09:00+05:30,captured,setl_00000006,
pay_260512000152,order_260512005,2070.00,upi_apps,41.40,2026-05-12T13:49:00+05:30,captured,setl_00000006,
pay_260512000153,order_260512005,3235.00,upi_apps,64.70,2026-05-12T22:33:00+05:30,captured,setl_00000006,
pay_260512000154,order_260512005,4582.00,upi_apps,91.64,2026-05-12T13:16:00+05:30,captured,setl_00000006,
pay_260512000155,order_260512005,2398.00,card,47.96,2026-05-12T17:44:00+05:30,captured,setl_00000006,
pay_260512000156,order_260512005,4487.00,card,89.74,2026-05-12T12:51:00+05:30,captured,setl_00000006,
pay_260512000157,order_260512005,4479.00,card,89.58,2026-05-12T13:14:00+05:30,captured,setl_00000006,
pay_260512000158,order_260512005,3336.00,upi_apps,66.72,2026-05-12T21:15:00+05:30,captured,setl_00000006,
pay_260512000159,order_260512005,2868.00,card,57.36,2026-05-12T17:17:00+05:30,captured,setl_00000006,
pay_260512000160,order_260512005,4265.00,upi_apps,85.30,2026-05-12T16:44:00+05:30,captured,setl_00000006,
pay_260512000161,order_260512005,1932.00,wallet,38.64,2026-05-12T09:39:00+05:30,captured,setl_00000006,
pay_260512000162,order_260512005,2834.00,wallet,56.68,2026-05-12T13:58:00+05:30,captured,setl_00000006,
pay_260512000163,order_260512005,3406.00,card,68.12,2026-05-12T11:12:00+05:30,captured,setl_00000006,
pay_260512000164,order_260512005,5325.00,netbanking,47.92,2026-05-12T09:04:00+05:30,captured,setl_00000006,
pay_260512000165,order_260512005,5302.00,upi_apps,106.04,2026-05-12T18:56:00+05:30,captured,setl_00000006,
pay_260512000166,order_260512005,4057.00,upi_apps,81.14,2026-05-12T20:21:00+05:30,captured,setl_00000006,
pay_260512000167,order_260512005,594.00,card,11.88,2026-05-12T12:20:00+05:30,captured,setl_00000006,
pay_260512000168,order_260512005,2291.00,upi_apps,45.82,2026-05-12T12:31:00+05:30,captured,setl_00000006,
pay_260512000169,order_260512005,4332.00,card,86.64,2026-05-12T11:56:00+05:30,captured,setl_00000006,
pay_260512000170,order_260512005,4807.00,upi_apps,96.14,2026-05-12T16:04:00+05:30,captured,setl_00000006,
pay_260512000171,order_260512005,1682.00,card,33.64,2026-05-12T14:18:00+05:30,captured,setl_00000006,
pay_260512000172,order_260512005,2006.00,netbanking,18.05,2026-05-12T16:33:00+05:30,captured,setl_00000006,
pay_260512000173,order_260512005,1369.00,netbanking,12.32,2026-05-12T14:48:00+05:30,captured,setl_00000006,
pay_260512000174,order_260512005,3953.00,card,79.06,2026-05-12T17:49:00+05:30,captured,setl_00000006,
pay_260512000175,order_260512005,1163.00,netbanking,10.46,2026-05-12T21:41:00+05:30,captured,setl_00000006,
pay_260512000176,order_260512005,1424.00,card,28.48,2026-05-12T15:25:00+05:30,captured,setl_00000006,
pay_260512000177,order_260512005,4637.00,upi_apps,92.74,2026-05-12T18:26:00+05:30,captured,setl_00000006,
pay_260512000178,order_260512005,2450.00,card,49.00,2026-05-12T19:48:00+05:30,captured,setl_00000006,
pay_260512000179,order_260512005,3310.00,card,66.20,2026-05-12T10:15:00+05:30,captured,setl_00000006,
pay_260512000180,order_260512005,3841.00,netbanking,34.56,2026-05-12T13:09:00+05:30,captured,setl_00000006,
pay_260512000181,order_260512005,4404.00,netbanking,39.63,2026-05-12T22:18:00+05:30,captured,setl_00000006,
pay_260512000182,order_260512005,1886.00,upi_apps,37.72,2026-05-12T08:18:00+05:30,captured,setl_00000006,
pay_260512000183,order_260512005,2512.00,upi_apps,50.24,2026-05-12T18:15:00+05:30,captured,setl_00000006,
pay_260512000184,order_260512005,3592.00,netbanking,32.32,2026-05-12T17:13:00+05:30,captured,setl_00000006,
pay_260512000185,order_260512005,5246.00,upi_apps,104.92,2026-05-12T22:31:00+05:30,captured,setl_00000006,
pay_260512000186,order_260512005,3243.00,upi_apps,64.86,2026-05-12T10:46:00+05:30,captured,setl_00000006,
pay_260512000187,order_260512005,3518.00,card,70.36,2026-05-12T11:55:00+05:30,captured,setl_00000006,
pay_260512000188,order_260512005,952.00,upi_apps,19.04,2026-05-12T18:10:00+05:30,captured,setl_00000006,
pay_260512000189,order_260512005,1377.00,upi_apps,27.54,2026-05-12T22:07:00+05:30,captured,setl_00000006,
pay_260512000190,order_260512005,1981.00,upi_apps,39.62,2026-05-12T19:38:00+05:30,captured,setl_00000006,
pay_260512000191,order_260512005,2082.00,upi_apps,41.64,2026-05-12T11:53:00+05:30,captured,setl_00000006,
pay_260512000192,order_260512005,556.00,upi_apps,11.12,2026-05-12T18:59:00+05:30,captured,setl_00000006,
pay_260512000193,order_260512005,2602.00,upi_apps,52.04,2026-05-12T10:29:00+05:30,captured,setl_00000006,
pay_260512000194,order_260512005,4603.00,card,92.06,2026-05-12T13:13:00+05:30,captured,setl_00000006,
pay_260512000195,order_260512005,3664.00,upi_apps,73.28,2026-05-12T19:28:00+05:30,captured,setl_00000006,
pay_260513000196,order_260513006,1193.00,upi_apps,23.86,2026-05-13T09:04:00+05:30,captured,setl_00000007,
pay_260513000197,order_260513006,1570.00,upi_apps,31.40,2026-05-13T16:52:00+05:30,captured,setl_00000007,
pay_260513000198,order_260513006,1258.00,upi_apps,25.16,2026-05-13T13:07:00+05:30,captured,setl_00000007,
pay_260513000199,order_260513006,1954.00,netbanking,17.58,2026-05-13T14:24:00+05:30,captured,setl_00000007,
pay_260513000200,order_260513006,2203.00,card,44.06,2026-05-13T22:33:00+05:30,captured,setl_00000007,
pay_260513000201,order_260513006,4375.00,upi_apps,87.50,2026-05-13T20:20:00+05:30,captured,setl_00000007,
pay_260513000202,order_260513006,2459.00,card,49.18,2026-05-13T09:35:00+05:30,captured,setl_00000007,
pay_260513000203,order_260513006,4307.00,upi_apps,86.14,2026-05-13T16:49:00+05:30,captured,setl_00000007,
pay_260513000204,order_260513006,488.00,upi_apps,9.76,2026-05-13T14:03:00+05:30,captured,setl_00000007,
pay_260513000205,order_260513006,1215.00,upi_apps,24.30,2026-05-13T13:12:00+05:30,captured,setl_00000007,
pay_260513000206,order_260513006,4161.00,netbanking,37.44,2026-05-13T18:49:00+05:30,captured,setl_00000007,
pay_260513000207,order_260513006,1033.00,upi_apps,20.66,2026-05-13T17:46:00+05:30,captured,setl_00000007,
pay_260513000208,order_260513006,700.00,netbanking,6.30,2026-05-13T20:31:00+05:30,captured,setl_00000007,
pay_260513000209,order_260513006,2624.00,upi_apps,52.48,2026-05-13T11:15:00+05:30,captured,setl_00000007,
pay_260513000210,order_260513006,3705.00,wallet,74.10,2026-05-13T08:29:00+05:30,captured,setl_00000007,
pay_260513000211,order_260513006,4913.00,card,98.26,2026-05-13T15:59:00+05:30,captured,setl_00000007,
pay_260513000212,order_260513006,5078.00,netbanking,45.70,2026-05-13T21:03:00+05:30,captured,setl_00000007,
pay_260513000213,order_260513006,2684.00,card,53.68,2026-05-13T10:15:00+05:30,captured,setl_00000007,
pay_260513000214,order_260513006,1649.00,netbanking,14.84,2026-05-13T17:23:00+05:30,captured,setl_00000007,
pay_260513000215,order_260513006,4425.00,upi_apps,88.50,2026-05-13T09:50:00+05:30,captured,setl_00000007,
pay_260513000216,order_260513006,2420.00,upi_apps,48.40,2026-05-13T12:13:00+05:30,captured,setl_00000007,
pay_260513000217,order_260513006,1994.00,netbanking,17.94,2026-05-13T15:11:00+05:30,captured,setl_00000007,
pay_260513000218,order_260513006,3613.00,card,72.26,2026-05-13T20:11:00+05:30,captured,setl_00000007,
pay_260513000219,order_260513006,2459.00,card,49.18,2026-05-13T11:31:00+05:30,captured,setl_00000007,
pay_260513000220,order_260513006,5166.00,upi_apps,103.32,2026-05-13T14:57:00+05:30,captured,setl_00000007,
pay_260513000221,order_260513006,4841.00,card,96.82,2026-05-13T15:25:00+05:30,captured,setl_00000007,
pay_260513000222,order_260513006,4076.00,upi_apps,81.52,2026-05-13T14:00:00+05:30,captured,setl_00000007,
pay_260513000223,order_260513006,4879.00,upi_apps,97.58,2026-05-13T21:02:00+05:30,captured,setl_00000007,
pay_260513000224,order_260513006,1247.00,upi_apps,24.94,2026-05-13T20:37:00+05:30,captured,setl_00000007,
pay_260513000225,order_260513006,3387.00,upi_apps,67.74,2026-05-13T10:19:00+05:30,captured,setl_00000007,
pay_260513000226,order_260513006,4728.00,upi_apps,94.56,2026-05-13T11:28:00+05:30,captured,setl_00000007,
pay_260513000227,order_260513006,3347.00,upi_apps,66.94,2026-05-13T15:37:00+05:30,captured,setl_00000007,
pay_260513000228,order_260513006,3298.00,card,65.96,2026-05-13T10:04:00+05:30,captured,setl_00000007,
pay_260513000229,order_260513006,3163.00,upi_apps,63.26,2026-05-13T21:05:00+05:30,captured,setl_00000007,
pay_260513000230,order_260513006,1430.00,card,28.60,2026-05-13T10:36:00+05:30,captured,setl_00000007,
pay_260513000231,order_260513006,3177.00,upi_apps,63.54,2026-05-13T20:14:00+05:30,captured,setl_00000007,
pay_260513000232,order_260513006,1274.00,wallet,25.48,2026-05-13T21:04:00+05:30,captured,setl_00000007,
pay_260513000233,order_260513006,5379.00,upi_apps,107.58,2026-05-13T10:01:00+05:30,captured,setl_00000007,
pay_260513000234,order_260513006,3804.00,upi_apps,76.08,2026-05-13T19:18:00+05:30,captured,setl_00000007,
pay_260513000235,order_260513006,2540.00,card,50.80,2026-05-13T18:48:00+05:30,captured,setl_00000007,
pay_260513000236,order_260513006,1282.00,upi_apps,25.64,2026-05-13T12:06:00+05:30,captured,setl_00000007,
pay_260513000237,order_260513006,1334.00,wallet,26.68,2026-05-13T10:30:00+05:30,captured,setl_00000007,
pay_260513000238,order_260513006,3512.00,wallet,70.24,2026-05-13T18:32:00+05:30,captured,setl_00000007,
pay_260513000239,order_260513006,2120.00,card,42.40,2026-05-13T17:40:00+05:30,captured,setl_00000007,
pay_260513000240,order_260513006,1998.00,upi_apps,39.96,2026-05-13T11:39:00+05:30,captured,setl_00000007,
pay_260513000241,order_260513006,4685.00,card,93.70,2026-05-13T17:44:00+05:30,captured,setl_00000007,
pay_260513000242,order_260513006,1481.00,wallet,29.62,2026-05-13T17:52:00+05:30,captured,setl_00000007,
pay_260513000243,order_260513006,617.00,upi_apps,12.34,2026-05-13T22:58:00+05:30,captured,setl_00000007,
pay_260513000244,order_260513006,2964.00,card,59.28,2026-05-13T09:23:00+05:30,captured,setl_00000007,
pay_260513000245,order_260513006,1086.00,card,21.72,2026-05-13T08:43:00+05:30,captured,setl_00000007,
pay_260513000246,order_260513006,3754.00,upi_apps,75.08,2026-05-13T19:05:00+05:30,captured,setl_00000007,
pay_260514000247,order_260514007,2132.00,upi_apps,42.64,2026-05-14T16:55:00+05:30,captured,setl_00000008,
pay_260514000248,order_260514007,2840.00,netbanking,25.56,2026-05-14T16:53:00+05:30,captured,setl_00000008,
pay_260514000249,order_260514007,4092.00,upi_apps,81.84,2026-05-14T18:51:00+05:30,captured,setl_00000008,
