document_id,document_no,counterparty,counterparty_code,document_date,due_date,gross_amount,gst_rate,gst_amount,net_amount,paid_amount,status,currency,notes
AP-RT-2026-000028,RT-2026-000028,Goldcrest Steel Traders Company,VEND-016,2026-03-10,2026-05-09,578096.00,0.18,28905.00,578096.00,578096.00,paid,INR,purchase bill
AP-RT-2026-000029,RT-2026-000029,Vrundavan Interiors PVT LTD,VEND-019,2026-03-10,2026-03-25,211244.00,0.18,38024.00,211244.00,211244.00,paid,INR,purchase bill
AP-RT-2026-000030,RT-2026-000030,Northline Roofing Products PVT LTD,VEND-011,2026-03-10,2026-04-09,215011.00,0.18,38702.00,215011.00,215011.00,paid,INR,purchase bill
AP-VB-2026-000031,VB-2026-000031,Karman Print Solutions Ltd,VEND-013,2026-03-10,2026-04-24,419284.00,0.18,20964.00,419284.00,419284.00,paid,INR,purchase bill
AP-VB-2026-000036,VB-2026-000036,Everstone Recyclers & Co,VEND-007,2026-03-11,2026-03-26,147125.00,0.18,7356.00,147125.00,147125.00,paid,INR,purchase bill
AP-RT-2026-000037,RT-2026-000037,Trinetra Agri Inputs Company,VEND-018,2026-03-11,2026-04-10,469965.00,0.18,84594.00,469965.00,469965.00,paid,INR,purchase bill
AP-RT-2026-000038,RT-2026-000038,Shree Balaji Analytics Private Limited,VEND-015,2026-03-11,2026-05-11,254895.00,0.18,45881.00,254895.00,254895.00,paid,INR,purchase bill
AP-RT-2026-000039,RT-2026-000039,Everstone Recyclers & Co,VEND-007,2026-03-11,2026-03-26,1273592.00,0.18,229247.00,1273592.00,1273592.00,paid,INR,purchase bill
AP-VB-2026-000040,VB-2026-000040,Karman Catering Services LLP,VEND-014,2026-03-11,2026-05-11,159248.00,0.18,28665.00,159248.00,159248.00,paid,INR,purchase bill
AP-VB-2026-000041,VB-2026-000041,Everstone Recyclers & Co,VEND-007,2026-03-11,2026-03-26,568080.00,0.18,102254.00,568080.00,568080.00,paid,INR,purchase bill
AP-VB-2026-000052,VB-2026-000052,Northline Roofing Products PVT LTD,VEND-011,2026-03-12,2026-04-11,351920.00,0.18,63346.00,351920.00,351920.00,paid,INR,purchase bill
AP-VB-2026-000053,VB-2026-000053,Ashwini Machine Parts Ltd,VEND-003,2026-03-12,2026-05-11,267367.00,0.18,48126.00,267367.00,267367.00,paid,INR,purchase bill
AP-RT-2026-000054,RT-2026-000054,Trinetra Solar EPC LLP,VEND-008,2026-03-12,2026-05-11,240654.00,0.18,12033.00,240654.00,240654.00,paid,INR,purchase bill
AP-VB-2026-000055,VB-2026-000055,Trinetra Agri Inputs Company,VEND-018,2026-03-12,2026-04-11,355835.00,0.18,17792.00,355835.00,355835.00,paid,INR,purchase bill
AP-VB-2026-000056,VB-2026-000056,Trinetra Agri Inputs Company,VEND-018,2026-03-12,2026-04-11,286755.00,0.18,51616.00,286755.00,286755.00,paid,INR,purchase bill
AP-VB-2026-000057,VB-2026-000057,Northline Roofing Products PVT LTD,VEND-011,2026-03-12,2026-04-11,714223.00,0.18,85707.00,714223.00,714223.00,paid,INR,purchase bill
AP-VB-2026-000058,VB-2026-000058,Lohiya Logistics Ltd,VEND-006,2026-03-12,2026-03-27,356576.00,0.18,64184.00,356576.00,356576.00,paid,INR,purchase bill
AP-VB-2026-000064,VB-2026-000064,Pragati Fab Services Ltd,VEND-017,2026-03-13,2026-04-27,1306764.00,0.18,235218.00,1306764.00,1306764.00,paid,INR,purchase bill
AP-RT-2026-000065,RT-2026-000065,Bluepeak Cold Chain PVT LTD,VEND-022,2026-03-13,2026-04-27,295651.00,0.18,35478.00,295651.00,295651.00,paid,INR,purchase bill
AP-VB-2026-000066,VB-2026-000066,Everstone Staffing & Co,VEND-020,2026-03-13,2026-04-27,706600.00,0.18,127188.00,706600.00,706600.00,paid,INR,purchase bill
AP-RT-2026-000067,RT-2026-000067,Everstone Staffing & Co,VEND-020,2026-03-13,2026-04-27,401094.00,0.18,20055.00,401094.00,401094.00,paid,INR,purchase bill
AP-RT-2026-000068,RT-2026-000068,Pragati Conveyances PVT LTD,VEND-005,2026-03-13,2026-04-13,434496.00,0.18,78209.00,434496.00,418413.00,partial,INR,purchase bill short deduction
AP-RT-2026-000069,RT-2026-000069,Lohiya Logistics Ltd,VEND-006,2026-03-13,2026-03-28,323945.00,0.18,16197.00,323945.00,323945.00,paid,INR,purchase bill
AP-RT-2026-000070,RT-2026-000070,Everstone Recyclers & Co,VEND-007,2026-03-13,2026-03-28,299713.00,0.18,53948.00,299713.00,299713.00,paid,INR,purchase bill
AP-VB-2026-000071,VB-2026-000071,Everstone Staffing & Co,VEND-020,2026-03-13,2026-04-27,450653.00,0.18,54078.00,450653.00,450653.00,paid,INR,purchase bill
AP-VB-2026-000074,VB-2026-000074,Anant Infra Electricals Ltd,VEND-004,2026-03-14,2026-03-30,864555.00,0.18,43228.00,864555.00,864555.00,paid,INR,purchase bill
AP-VB-2026-000075,VB-2026-000075,Vrundavan Interiors PVT LTD,VEND-019,2026-03-14,2026-03-30,414957.00,0.18,74692.00,414957.00,414957.00,paid,INR,purchase bill
AP-RT-2026-000076,RT-2026-000076,Vrundavan Interiors PVT LTD,VEND-019,2026-03-14,2026-03-30,341518.00,0.18,61473.00,341518.00,341518.00,paid,INR,purchase bill
AP-VB-2026-000077,VB-2026-000077,Meridian Hardware Private Limited,VEND-002,2026-03-14,2026-04-13,63188.00,0.18,11374.00,63188.00,63188.00,paid,INR,purchase bill
AP-VB-2026-000079,VB-2026-000079,Vrundavan Interiors PVT LTD,VEND-019,2026-03-15,2026-03-30,340387.00,0.18,61270.00,340387.00,340387.00,paid,INR,purchase bill
AP-VB-2026-000080,VB-2026-000080,Meridian Polymers Ltd,VEND-001,2026-03-15,2026-04-14,182765.00,0.18,21932.00,182765.00,182765.00,paid,INR,purchase bill
AP-VB-2026-000081,VB-2026-000081,Lohiya Logistics Ltd,VEND-006,2026-03-15,2026-03-30,446832.00,0.18,80430.00,446832.00,446832.00,paid,INR,purchase bill
AP-VB-2026-000082,VB-2026-000082,Pragati Conveyances PVT LTD,VEND-005,2026-03-15,2026-04-14,118613.00,0.18,21350.00,118613.00,118613.00,paid,INR,purchase bill
AP-VB-2026-000095,VB-2026-000095,Trinetra Agri Inputs Company,VEND-018,2026-03-16,2026-04-15,727239.00,0.18,36362.00,727239.00,727239.00,paid,INR,purchase bill
AP-RT-2026-000096,RT-2026-000096,Northline Roofing Products PVT LTD,VEND-011,2026-03-16,2026-04-15,725846.00,0.18,130652.00,725846.00,698351.00,partial,INR,purchase bill short deduction
AP-RT-2026-000097,RT-2026-000097,Anant Infra Electricals Ltd,VEND-004,2026-03-16,2026-03-31,601016.00,0.18,30051.00,601016.00,591957.00,partial,INR,purchase bill short deduction
AP-RT-2026-000098,RT-2026-000098,Karman Print Solutions Ltd,VEND-013,2026-03-16,2026-04-30,750448.00,0.18,90054.00,750448.00,750448.00,paid,INR,purchase bill
AP-VB-2026-000099,VB-2026-000099,Trinetra Solar EPC LLP,VEND-008,2026-03-16,2026-05-15,210540.00,0.18,37897.00,210540.00,210540.00,paid,INR,purchase bill
AP-VB-2026-000111,VB-2026-000111,Pragati Fab Services Ltd,VEND-017,2026-03-17,2026-05-01,297159.00,0.18,53489.00,297159.00,297159.00,paid,INR,purchase bill
AP-RT-2026-000112,RT-2026-000112,Everstone Staffing & Co,VEND-020,2026-03-17,2026-05-01,507580.00,0.18,60910.00,507580.00,507580.00,paid,INR,purchase bill
AP-RT-2026-000113,RT-2026-000113,Karman Catering Services LLP,VEND-014,2026-03-17,2026-05-16,122531.00,0.18,22056.00,122531.00,122531.00,paid,INR,purchase bill
AP-VB-2026-000114,VB-2026-000114,Vrundavan Interiors PVT LTD,VEND-019,2026-03-17,2026-04-01,305753.00,0.18,55036.00,305753.00,305753.00,paid,INR,purchase bill
AP-RT-2026-000115,RT-2026-000115,Pragati Conveyances PVT LTD,VEND-005,2026-03-17,2026-04-16,425783.00,0.18,21289.00,425783.00,425783.00,paid,INR,purchase bill
AP-RT-2026-000116,RT-2026-000116,Everstone Staffing & Co,VEND-020,2026-03-17,2026-05-01,367668.00,0.18,44120.00,367668.00,351073.00,partial,INR,purchase bill short deduction
AP-VB-2026-000117,VB-2026-000117,Sundara Water Treatment Ltd,VEND-009,2026-03-17,2026-04-01,174858.00,0.18,31474.00,174858.00,174858.00,paid,INR,purchase bill
AP-RT-2026-000118,RT-2026-000118,Lohiya Logistics Ltd,VEND-006,2026-03-17,2026-04-01,650545.00,0.18,32527.00,650545.00,0.00,overdue,INR,purchase bill
AP-RT-2026-000119,RT-2026-000119,Ashwini Machine Parts Ltd,VEND-003,2026-03-17,2026-05-16,390439.00,0.18,70279.00,390439.00,390439.00,paid,INR,purchase bill
AP-RT-2026-000120,RT-2026-000120,Meridian Polymers Ltd,VEND-001,2026-03-17,2026-04-16,122058.00,0.18,14647.00,122058.00,122058.00,paid,INR,purchase bill
AP-VB-2026-000121,VB-2026-000121,Trinetra Solar EPC LLP,VEND-008,2026-03-17,2026-05-16,723235.00,0.18,36162.00,723235.00,723235.00,paid,INR,purchase bill
AP-RT-2026-000131,RT-2026-000131,Everstone Recyclers & Co,VEND-007,2026-03-18,2026-04-02,278504.00,0.18,50131.00,278504.00,278504.00,paid,INR,purchase bill
AP-VB-2026-000132,VB-2026-000132,Everstone Staffing & Co,VEND-020,2026-03-18,2026-05-02,281654.00,0.18,50698.00,281654.00,281654.00,paid,INR,purchase bill
AP-RT-2026-000133,RT-2026-000133,Meridian Polymers Ltd,VEND-001,2026-03-18,2026-04-17,261969.00,0.18,47154.00,261969.00,261969.00,paid,INR,purchase bill
AP-VB-2026-000134,VB-2026-000134,Karman Catering Services LLP,VEND-014,2026-03-18,2026-05-18,118136.00,0.18,5907.00,118136.00,118136.00,paid,INR,purchase bill
AP-VB-2026-000135,VB-2026-000135,Zenith One Textiles LLP,VEND-012,2026-03-18,2026-05-18,403908.00,0.18,72703.00,403908.00,403908.00,paid,INR,purchase bill
AP-VB-2026-000136,VB-2026-000136,Everstone Staffing & Co,VEND-020,2026-03-18,2026-05-02,211778.00,0.18,38120.00,211778.00,211778.00,paid,INR,purchase bill
AP-RT-2026-000137,RT-2026-000137,Karman Print Solutions Ltd,VEND-013,2026-03-18,2026-05-02,565761.00,0.18,28288.00,565761.00,565761.00,paid,INR,purchase bill
AP-VB-2026-000138,VB-2026-000138,Karman Catering Services LLP,VEND-014,2026-03-18,2026-05-18,113697.00,0.18,5685.00,113697.00,113697.00,paid,INR,purchase bill
AP-VB-2026-000139,VB-2026-000139,Meridian Hardware Private Limited,VEND-002,2026-03-18,2026-04-17,279337.00,0.18,33520.00,279337.00,279337.00,paid,INR,purchase bill
AP-VB-2026-000140,VB-2026-000140,Everstone Recyclers & Co,VEND-007,2026-03-18,2026-04-02,57843.00,0.18,10412.00,57843.00,57843.00,paid,INR,purchase bill
AP-VB-2026-000141,VB-2026-000141,Meridian Hardware Private Limited,VEND-002,2026-03-18,2026-04-17,64080.00,0.18,3204.00,64080.00,64080.00,paid,INR,purchase bill
AP-VB-2026-000152,VB-2026-000152,Bluepeak Cold Chain PVT LTD,VEND-022,2026-03-19,2026-05-04,243566.00,0.18,29228.00,243566.00,243566.00,paid,INR,purchase bill
AP-RT-2026-000153,RT-2026-000153,Meridian Polymers Ltd,VEND-001,2026-03-19,2026-04-18,126219.00,0.18,6311.00,126219.00,126219.00,paid,INR,purchase bill
AP-VB-2026-000154,VB-2026-000154,Trinetra Solar EPC LLP,VEND-008,2026-03-19,2026-05-18,440645.00,0.18,52877.00,440645.00,440645.00,paid,INR,purchase bill
AP-VB-2026-000155,VB-2026-000155,Meridian Polymers Ltd,VEND-001,2026-03-19,2026-04-18,1381689.00,0.18,165803.00,1381689.00,1381689.00,paid,INR,purchase bill
AP-RT-2026-000156,RT-2026-000156,Vrundavan Interiors PVT LTD,VEND-019,2026-03-19,2026-04-03,321315.00,0.18,38558.00,321315.00,321315.00,paid,INR,purchase bill
AP-RT-2026-000158,RT-2026-000158,Trinetra Agri Inputs Company,VEND-018,2026-03-20,2026-04-20,411728.00,0.18,74111.00,411728.00,411728.00,paid,INR,purchase bill
AP-RT-2026-000159,RT-2026-000159,Trinetra Solar EPC LLP,VEND-008,2026-03-20,2026-05-19,411214.00,0.18,20561.00,411214.00,411214.00,paid,INR,purchase bill
AP-RT-2026-000160,RT-2026-000160,Meridian Hardware Private Limited,VEND-002,2026-03-20,2026-04-20,154293.00,0.18,27773.00,154293.00,154293.00,paid,INR,purchase bill
AP-RT-2026-000161,RT-2026-000161,Shree Balaji Analytics Private Limited,VEND-015,2026-03-20,2026-05-19,202686.00,0.18,36483.00,202686.00,202686.00,paid,INR,purchase bill
AP-VB-2026-000162,VB-2026-000162,Anant Infra Electricals Ltd,VEND-004,2026-03-20,2026-04-04,456800.00,0.18,82224.00,456800.00,456800.00,paid,INR,purchase bill
AP-RT-2026-000163,RT-2026-000163,Goldcrest Steel Traders Company,VEND-016,2026-03-20,2026-05-19,355475.00,0.18,63985.00,355475.00,355475.00,paid,INR,purchase bill
AP-RT-2026-000164,RT-2026-000164,Vrundavan Interiors PVT LTD,VEND-019,2026-03-20,2026-04-04,486091.00,0.18,24305.00,486091.00,486091.00,paid,INR,purchase bill
AP-RT-2026-000168,RT-2026-000168,Meridian Hardware Private Limited,VEND-002,2026-03-21,2026-04-20,392055.00,0.18,70570.00,392055.00,392055.00,paid,INR,purchase bill
AP-VB-2026-000169,VB-2026-000169,Vaishnavi Piping Solutions Ltd,VEND-021,2026-03-21,2026-04-20,560552.00,0.18,100899.00,560552.00,560552.00,paid,INR,purchase bill
AP-RT-2026-000170,RT-2026-000170,Everstone Staffing & Co,VEND-020,2026-03-21,2026-05-05,296035.00,0.18,53286.00,296035.00,296035.00,paid,INR,purchase bill
AP-RT-2026-000171,RT-2026-000171,Trinetra Solar EPC LLP,VEND-008,2026-03-21,2026-05-20,447452.00,0.18,22373.00,447452.00,447452.00,paid,INR,purchase bill
AP-RT-2026-000172,RT-2026-000172,Bluepeak Cold Chain PVT LTD,VEND-022,2026-03-21,2026-05-05,252834.00,0.18,12642.00,252834.00,252834.00,paid,INR,purchase bill
AP-VB-2026-000173,VB-2026-000173,Anant Infra Electricals Ltd,VEND-004,2026-03-21,2026-04-06,135699.00,0.18,24426.00,135699.00,135699.00,paid,INR,purchase bill
AP-VB-2026-000189,VB-2026-000189,Pragati Conveyances PVT LTD,VEND-005,2026-03-23,2026-04-22,217010.00,0.18,39062.00,217010.00,217010.00,paid,INR,purchase bill
AP-VB-2026-000190,VB-2026-000190,Trinetra Agri Inputs Company,VEND-018,2026-03-23,2026-04-22,265146.00,0.18,31818.00,265146.00,265146.00,paid,INR,purchase bill
AP-RT-2026-000191,RT-2026-000191,Sundara Water Treatment Ltd,VEND-009,2026-03-23,2026-04-07,298709.00,0.18,35845.00,298709.00,298709.00,paid,INR,purchase bill
AP-RT-2026-000192,RT-2026-000192,Meridian Hardware Private Limited,VEND-002,2026-03-23,2026-04-22,159332.00,0.18,28680.00,159332.00,159332.00,paid,INR,purchase bill
AP-VB-2026-000193,VB-2026-000193,Everstone Staffing & Co,VEND-020,2026-03-23,2026-05-07,153511.00,0.18,27632.00,153511.00,149431.00,partial,INR,purchase bill short deduction
AP-VB-2026-000194,VB-2026-000194,Everstone Recyclers & Co,VEND-007,2026-03-23,2026-04-07,384885.00,0.18,46186.00,384885.00,384885.00,paid,INR,purchase bill
AP-VB-2026-000195,VB-2026-000195,Vaishnavi Piping Solutions Ltd,VEND-021,2026-03-23,2026-04-22,409479.00,0.18,73706.00,409479.00,409479.00,paid,INR,purchase bill
AP-RT-2026-000196,RT-2026-000196,Vaishnavi Piping Solutions Ltd,VEND-021,2026-03-23,2026-04-22,422044.00,0.18,75968.00,422044.00,422044.00,paid,INR,purchase bill
AP-RT-2026-000197,RT-2026-000197,Pragati Conveyances PVT LTD,VEND-005,2026-03-23,2026-04-22,432734.00,0.18,21637.00,432734.00,432734.00,paid,INR,purchase bill
AP-RT-2026-000198,RT-2026-000198,Pragati Conveyances PVT LTD,VEND-005,2026-03-23,2026-04-22,104178.00,0.18,18752.00,104178.00,104178.00,paid,INR,purchase bill
AP-VB-2026-000199,VB-2026-000199,Zenith One Textiles LLP,VEND-012,2026-03-23,2026-05-22,320561.00,0.18,38467.00,320561.00,320561.00,paid,INR,purchase bill
AP-VB-2026-000200,VB-2026-000200,Karman Print Solutions Ltd,VEND-013,2026-03-23,2026-05-07,90640.00,0.18,16315.00,90640.00,90640.00,paid,INR,purchase bill
AP-RT-2026-000207,RT-2026-000207,Meridian Polymers Ltd,VEND-001,2026-03-24,2026-04-23,132099.00,0.18,6605.00,132099.00,132099.00,paid,INR,purchase bill
AP-VB-2026-000208,VB-2026-000208,Pragati Fab Services Ltd,VEND-017,2026-03-24,2026-05-08,425556.00,0.18,76600.00,425556.00,425556.00,paid,INR,purchase bill
AP-VB-2026-000209,VB-2026-000209,Vrundavan Interiors PVT LTD,VEND-019,2026-03-24,2026-04-08,214437.00,0.18,10722.00,214437.00,214437.00,paid,INR,purchase bill
AP-RT-2026-000210,RT-2026-000210,Zenith One Textiles LLP,VEND-012,2026-03-24,2026-05-23,536976.00,0.18,96656.00,536976.00,536976.00,paid,INR,purchase bill
AP-VB-2026-000221,VB-2026-000221,Everstone Recyclers & Co,VEND-007,2026-03-25,2026-04-09,157954.00,0.18,18954.00,157954.00,157954.00,paid,INR,purchase bill
AP-RT-2026-000222,RT-2026-000222,Goldcrest Steel Traders Company,VEND-016,2026-03-25,2026-05-25,618693.00,0.18,111365.00,618693.00,618693.00,paid,INR,purchase bill
AP-RT-2026-000223,RT-2026-000223,Karman Print Solutions Ltd,VEND-013,2026-03-25,2026-05-09,231975.00,0.18,27837.00,231975.00,231975.00,paid,INR,purchase bill
AP-RT-2026-000224,RT-2026-000224,Goldcrest Steel Traders Company,VEND-016,2026-03-25,2026-05-25,577251.00,0.18,28863.00,577251.00,577251.00,paid,INR,purchase bill
AP-VB-2026-000225,VB-2026-000225,Ashwini Machine Parts Ltd,VEND-003,2026-03-25,2026-05-25,250873.00,0.18,45157.00,250873.00,250873.00,paid,INR,purchase bill
AP-RT-2026-000234,RT-2026-000234,Everstone Staffing & Co,VEND-020,2026-03-26,2026-05-11,269622.00,0.18,48532.00,269622.00,269622.00,paid,INR,purchase bill
AP-VB-2026-000235,VB-2026-000235,Trinetra Solar EPC LLP,VEND-008,2026-03-26,2026-05-25,203199.00,0.18,36576.00,203199.00,203199.00,paid,INR,purchase bill
AP-VB-2026-000236,VB-2026-000236,Shree Balaji Analytics Private Limited,VEND-015,2026-03-26,2026-05-25,119284.00,0.18,14314.00,119284.00,119284.00,paid,INR,purchase bill
AP-RT-2026-000237,RT-2026-000237,Trinetra Agri Inputs Company,VEND-018,2026-03-26,2026-04-25,546662.00,0.18,27333.00,546662.00,546662.00,paid,INR,purchase bill
AP-VB-2026-000238,VB-2026-000238,Ashwini Machine Parts Ltd,VEND-003,2026-03-26,2026-05-25,410148.00,0.18,20507.00,410148.00,410148.00,paid,INR,purchase bill
AP-VB-2026-000239,VB-2026-000239,Bluepeak Cold Chain PVT LTD,VEND-022,2026-03-26,2026-05-11,340491.00,0.18,40859.00,340491.00,340491.00,paid,INR,purchase bill
AP-VB-2026-000240,VB-2026-000240,Vaishnavi Piping Solutions Ltd,VEND-021,2026-03-26,2026-04-25,328034.00,0.18,59046.00,328034.00,328034.00,paid,INR,purchase bill
AP-VB-2026-000241,VB-2026-000241,Trinetra Solar EPC LLP,VEND-008,2026-03-26,2026-05-25,547499.00,0.18,98550.00,547499.00,547499.00,paid,INR,purchase bill
AP-VB-2026-000261,VB-2026-000261,Anant Infra Electricals Ltd,VEND-004,2026-03-27,2026-04-11,219681.00,0.18,10984.00,219681.00,219681.00,paid,INR,purchase bill
AP-VB-2026-000262,VB-2026-000262,Northline Roofing Products PVT LTD,VEND-011,2026-03-27,2026-04-27,846057.00,0.18,152290.00,846057.00,846057.00,paid,INR,purchase bill
AP-VB-2026-000263,VB-2026-000263,Pragati Fab Services Ltd,VEND-017,2026-03-27,2026-05-11,466140.00,0.18,23307.00,466140.00,466140.00,paid,INR,purchase bill
AP-RT-2026-000264,RT-2026-000264,Karman Print Solutions Ltd,VEND-013,2026-03-27,2026-05-11,257361.00,0.18,12868.00,257361.00,257361.00,paid,INR,purchase bill
AP-RT-2026-000265,RT-2026-000265,Vaishnavi Piping Solutions Ltd,VEND-021,2026-03-27,2026-04-27,561219.00,0.18,28061.00,561219.00,561219.00,paid,INR,purchase bill
AP-VB-2026-000266,VB-2026-000266,Meridian Polymers Ltd,VEND-001,2026-03-27,2026-04-27,877355.00,0.18,43868.00,877355.00,873688.00,partial,INR,purchase bill short deduction
AP-VB-2026-000267,VB-2026-000267,Vrundavan Interiors PVT LTD,VEND-019,2026-03-27,2026-04-11,57254.00,0.18,10306.00,57254.00,57254.00,paid,INR,purchase bill
AP-RT-2026-000268,RT-2026-000268,Pragati Conveyances PVT LTD,VEND-005,2026-03-27,2026-04-27,657350.00,0.18,118323.00,657350.00,639205.00,partial,INR,purchase bill short deduction
AP-RT-2026-000269,RT-2026-000269,Goldcrest Steel Traders Company,VEND-016,2026-03-27,2026-05-26,1790600.00,0.18,214872.00,1790600.00,1790600.00,paid,INR,purchase bill
AP-VB-2026-000270,VB-2026-000270,Ashwini Machine Parts Ltd,VEND-003,2026-03-27,2026-05-26,138509.00,0.18,24932.00,138509.00,138509.00,paid,INR,purchase bill
AP-RT-2026-000271,RT-2026-000271,Northline Roofing Products PVT LTD,VEND-011,2026-03-27,2026-04-27,212918.00,0.18,38325.00,212918.00,212918.00,paid,INR,purchase bill
AP-RT-2026-000276,RT-2026-000276,Lohiya Logistics Ltd,VEND-006,2026-03-28,2026-04-13,779820.00,0.18,93578.00,779820.00,779820.00,paid,INR,purchase bill
AP-VB-2026-000277,VB-2026-000277,Trinetra Agri Inputs Company,VEND-018,2026-03-28,2026-04-27,421891.00,0.18,75940.00,421891.00,421891.00,paid,INR,purchase bill
AP-RT-2026-000293,RT-2026-000293,Ashwini Machine Parts Ltd,VEND-003,2026-03-30,2026-05-29,330856.00,0.18,59554.00,330856.00,330856.00,paid,INR,purchase bill
AP-RT-2026-000294,RT-2026-000294,Pragati Fab Services Ltd,VEND-017,2026-03-30,2026-05-14,672503.00,0.18,121051.00,672503.00,648163.00,partial,INR,purchase bill short deduction
AP-RT-2026-000295,RT-2026-000295,Pragati Fab Services Ltd,VEND-017,2026-03-30,2026-05-14,684031.00,0.18,123126.00,684031.00,684031.00,paid,INR,purchase bill
AP-VB-2026-000296,VB-2026-000296,Karman Catering Services LLP,VEND-014,2026-03-30,2026-05-29,134703.00,0.18,24247.00,134703.00,134703.00,paid,INR,purchase bill
AP-RT-2026-000297,RT-2026-000297,Trinetra Solar EPC LLP,VEND-008,2026-03-30,2026-05-29,345767.00,0.18,62238.00,345767.00,345767.00,paid,INR,purchase bill
AP-VB-2026-000298,VB-2026-000298,Meridian Polymers Ltd,VEND-001,2026-03-30,2026-04-29,432259.00,0.18,77807.00,432259.00,432259.00,paid,INR,purchase bill
AP-RT-2026-000299,RT-2026-000299,Lohiya Logistics Ltd,VEND-006,2026-03-30,2026-04-14,526399.00,0.18,63168.00,526399.00,526399.00,paid,INR,purchase bill
AP-RT-2026-000300,RT-2026-000300,Karman Print Solutions Ltd,VEND-013,2026-03-30,2026-05-14,132983.00,0.18,15958.00,132983.00,132983.00,paid,INR,purchase bill
AP-RT-2026-000301,RT-2026-000301,Anant Infra Electricals Ltd,VEND-004,2026-03-30,2026-04-14,980015.00,0.18,117602.00,980015.00,980015.00,paid,INR,purchase bill
AP-VB-2026-000315,VB-2026-000315,Everstone Recyclers & Co,VEND-007,2026-03-31,2026-04-15,92471.00,0.18,16645.00,92471.00,92471.00,paid,INR,purchase bill
AP-RT-2026-000316,RT-2026-000316,Shree Balaji Analytics Private Limited,VEND-015,2026-03-31,2026-05-30,136703.00,0.18,6835.00,136703.00,136703.00,paid,INR,purchase bill
AP-VB-2026-000317,VB-2026-000317,Sundara Water Treatment Ltd,VEND-009,2026-03-31,2026-04-15,426819.00,0.18,76827.00,426819.00,426819.00,paid,INR,purchase bill
AP-RT-2026-000318,RT-2026-000318,Sundara Water Treatment Ltd,VEND-009,2026-03-31,2026-04-15,368481.00,0.18,66327.00,368481.00,368481.00,paid,INR,purchase bill
AP-RT-2026-000319,RT-2026-000319,Vrundavan Interiors PVT LTD,VEND-019,2026-03-31,2026-04-15,63345.00,0.18,11402.00,63345.00,63345.00,paid,INR,purchase bill
AP-RT-2026-000320,RT-2026-000320,Vrundavan Interiors PVT LTD,VEND-019,2026-03-31,2026-04-15,525525.00,0.18,94594.00,525525.00,525525.00,paid,INR,purchase bill
AP-RT-2026-000330,RT-2026-000330,Trinetra Solar EPC LLP,VEND-008,2026-04-01,2026-06-01,382929.00,0.18,45951.00,382929.00,382929.00,paid,INR,purchase bill
AP-RT-2026-000331,RT-2026-000331,Karman Print Solutions Ltd,VEND-013,2026-04-01,2026-05-16,194701.00,0.18,9735.00,194701.00,194701.00,paid,INR,purchase bill
AP-VB-2026-000332,VB-2026-000332,Meridian Hardware Private Limited,VEND-002,2026-04-01,2026-05-01,141581.00,0.18,25485.00,141581.00,141581.00,paid,INR,purchase bill
AP-RT-2026-000333,RT-2026-000333,Sundara Water Treatment Ltd,VEND-009,2026-04-01,2026-04-16,103832.00,0.18,12460.00,103832.00,103832.00,paid,INR,purchase bill
