document_id,document_no,counterparty,counterparty_code,document_date,due_date,gross_amount,gst_rate,gst_amount,net_amount,paid_amount,status,currency,notes
AR-INV-2026-000083,INV-2026-000083,Orbitex Paper Mills PVT LTD,CUST-025,2026-03-16,2026-03-23,2311505.00,0.18,416071.00,2311505.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000084,INV-2026-000084,Saptagiri Analytics Ltd,CUST-015,2026-03-16,2026-03-23,326859.00,0.18,58835.00,326859.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000085,INV-2026-000085,Shree Balaji Hardware Private Limited,CUST-002,2026-03-16,2026-04-30,5472308.00,0.18,985015.00,5472308.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000086,INV-2026-000086,Suryavansh Catering Services Company,CUST-014,2026-03-16,2026-04-15,720643.00,0.18,129716.00,720643.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000087,INV-2026-000087,Copperleaf Electricals PVT LTD,CUST-004,2026-03-16,2026-04-30,372322.00,0.18,67018.00,372322.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000088,INV-2026-000088,Goldcrest Warehousing Private Limited,CUST-010,2026-03-16,2026-03-23,148366.00,0.18,26706.00,148366.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000089,INV-2026-000089,Sahyadri Polymers PVT LTD,CUST-001,2026-03-16,2026-04-30,545430.00,0.18,98177.00,545430.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000090,INV-2026-000090,Nalanda Recyclers LLP,CUST-007,2026-03-16,2026-03-31,692980.00,0.18,124736.00,692980.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000091,INV-2026-000091,Ashwini Cable Systems LLP,CUST-023,2026-03-16,2026-04-15,471128.00,0.18,84803.00,471128.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000092,INV-2026-000092,Vedika Facility Management & Co,CUST-028,2026-03-16,2026-04-30,499100.00,0.18,89838.00,499100.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000093,INV-2026-000093,Shree Balaji Machine Parts & Co,CUST-003,2026-03-16,2026-05-15,92617.00,0.18,16671.00,92617.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000094,INV-2026-000094,Trividata Roofing Products PVT LTD,CUST-011,2026-03-16,2026-04-15,1025564.00,0.18,184602.00,1025564.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000100,INV-2026-000100,Orbitex Packaging Private Limited,CUST-027,2026-03-17,2026-05-01,364825.00,0.18,65668.00,364825.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000101,INV-2026-000101,Everstone Water Treatment Company,CUST-009,2026-03-17,2026-05-16,290350.00,0.18,52263.00,290350.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000102,INV-2026-000102,Pushpa Metals Agri Inputs PVT LTD,CUST-018,2026-03-17,2026-03-24,1018707.00,0.18,183367.00,1018707.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000103,INV-2026-000103,Ashwini Cable Systems LLP,CUST-023,2026-03-17,2026-04-16,410872.00,0.18,73957.00,410872.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000104,INV-2026-000104,Goldcrest Security Systems & Co,CUST-024,2026-03-17,2026-05-16,1874315.00,0.18,337377.00,1874315.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000105,INV-2026-000105,Goldcrest Security Systems & Co,CUST-024,2026-03-17,2026-05-16,424889.00,0.18,76480.00,424889.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000106,INV-2026-000106,Nalanda Recyclers LLP,CUST-007,2026-03-17,2026-04-01,328598.00,0.18,59148.00,328598.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000107,INV-2026-000107,Vedika Facility Management & Co,CUST-028,2026-03-17,2026-05-01,303234.00,0.18,54582.00,303234.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000108,INV-2026-000108,Orbitex Packaging Private Limited,CUST-027,2026-03-17,2026-05-01,458321.00,0.18,82498.00,458321.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000109,INV-2026-000109,Ashwini Solar EPC PVT LTD,CUST-008,2026-03-17,2026-05-01,251372.00,0.18,45247.00,251372.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000110,INV-2026-000110,Shree Balaji Hardware Private Limited,CUST-002,2026-03-17,2026-05-01,505807.00,0.18,91045.00,505807.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000122,INV-2026-000122,Suryavansh Print Solutions & Co,CUST-013,2026-03-18,2026-04-17,53966.00,0.18,9714.00,53966.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000123,INV-2026-000123,Orbitex Packaging Private Limited,CUST-027,2026-03-18,2026-05-02,699758.00,0.18,125956.00,699758.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000124,INV-2026-000124,Nalanda Fab Services Private Limited,CUST-017,2026-03-18,2026-05-18,94813.00,0.18,17066.00,94813.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000125,INV-2026-000125,Suryavansh Print Solutions & Co,CUST-013,2026-03-18,2026-04-17,332945.00,0.18,59930.00,332945.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000126,INV-2026-000126,Orbitex Paper Mills PVT LTD,CUST-025,2026-03-18,2026-03-25,1549325.00,0.18,278878.00,1549325.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000127,INV-2026-000127,Copperleaf Electricals PVT LTD,CUST-004,2026-03-18,2026-05-02,558756.00,0.18,100576.00,558756.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000128,INV-2026-000128,Orbitex Packaging Private Limited,CUST-027,2026-03-18,2026-05-02,677771.00,0.18,121999.00,677771.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000129,INV-2026-000129,Suryavansh Petro Chemicals & Co,CUST-030,2026-03-18,2026-04-17,428894.00,0.18,77201.00,428894.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000130,INV-2026-000130,Trinetra Piping Solutions LLP,CUST-021,2026-03-18,2026-05-18,130565.00,0.18,23502.00,130565.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000142,INV-2026-000142,Orbitex Paper Mills PVT LTD,CUST-025,2026-03-19,2026-03-26,374720.00,0.18,67450.00,374720.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000143,INV-2026-000143,Orbitex Packaging Private Limited,CUST-027,2026-03-19,2026-05-04,2325469.00,0.18,418584.00,2325469.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000144,INV-2026-000144,Meridian Lab Supplies LLP,CUST-029,2026-03-19,2026-03-26,362931.00,0.18,65328.00,362931.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000145,INV-2026-000145,Orbitex Packaging Private Limited,CUST-027,2026-03-19,2026-05-04,346306.00,0.18,62335.00,346306.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000146,INV-2026-000146,Trividata Roofing Products PVT LTD,CUST-011,2026-03-19,2026-04-18,567503.00,0.18,102151.00,567503.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000147,INV-2026-000147,Anant Infra Conveyances PVT LTD,CUST-005,2026-03-19,2026-04-18,56793.00,0.18,10223.00,56793.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000148,INV-2026-000148,Sahyadri Polymers PVT LTD,CUST-001,2026-03-19,2026-05-04,966332.00,0.18,173940.00,966332.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000149,INV-2026-000149,Nalanda Recyclers LLP,CUST-007,2026-03-19,2026-04-03,469380.00,0.18,84488.00,469380.00,0.00,open,INR,tax invoice
AR-INV-2026-000150,INV-2026-000150,Saptagiri Analytics Ltd,CUST-015,2026-03-19,2026-03-26,784113.00,0.18,141140.00,784113.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000151,INV-2026-000151,Suryavansh Catering Services Company,CUST-014,2026-03-19,2026-04-18,74140.00,0.18,13345.00,74140.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000157,INV-2026-000157,Copperleaf Electricals PVT LTD,CUST-004,2026-03-20,2026-05-04,579746.00,0.18,104354.00,579746.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000165,INV-2026-000165,Shree Balaji Hardware Private Limited,CUST-002,2026-03-21,2026-05-05,1708406.00,0.18,307513.00,1708406.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000166,INV-2026-000166,Meridian Lab Supplies LLP,CUST-029,2026-03-21,2026-03-28,1002598.00,0.18,180468.00,1002598.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000167,INV-2026-000167,Everstone Water Treatment Company,CUST-009,2026-03-21,2026-05-20,201362.00,0.18,36245.00,201362.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000174,INV-2026-000174,Orbitex Paper Mills PVT LTD,CUST-025,2026-03-23,2026-03-30,1218737.00,0.18,219373.00,1218737.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000175,INV-2026-000175,Copperleaf Electricals PVT LTD,CUST-004,2026-03-23,2026-05-07,1685544.00,0.18,303398.00,1685544.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000176,INV-2026-000176,Pushpa Metals Agri Inputs PVT LTD,CUST-018,2026-03-23,2026-03-30,354680.00,0.18,63842.00,354680.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000177,INV-2026-000177,Copperleaf Electricals PVT LTD,CUST-004,2026-03-23,2026-05-07,353732.00,0.18,63672.00,353732.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000178,INV-2026-000178,Goldcrest Security Systems & Co,CUST-024,2026-03-23,2026-05-22,3888364.00,0.18,699906.00,3888364.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000179,INV-2026-000179,Everstone Water Treatment Company,CUST-009,2026-03-23,2026-05-22,300813.00,0.18,54146.00,300813.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000180,INV-2026-000180,Ashwini Solar EPC PVT LTD,CUST-008,2026-03-23,2026-05-07,477550.00,0.18,85959.00,477550.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000181,INV-2026-000181,Ashwini Cold Chain Ltd,CUST-022,2026-03-23,2026-04-22,533253.00,0.18,95986.00,533253.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000182,INV-2026-000182,Sahyadri Polymers PVT LTD,CUST-001,2026-03-23,2026-05-07,1145592.00,0.18,206207.00,1145592.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000183,INV-2026-000183,Vedika Textiles Company,CUST-012,2026-03-23,2026-04-07,131281.00,0.18,23631.00,131281.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000184,INV-2026-000184,Copperleaf Electricals PVT LTD,CUST-004,2026-03-23,2026-05-07,1384328.00,0.18,249179.00,1384328.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000185,INV-2026-000185,Goldcrest Warehousing Private Limited,CUST-010,2026-03-23,2026-03-30,961448.00,0.18,173061.00,961448.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000186,INV-2026-000186,Orbitex Dairy Foods PVT LTD,CUST-026,2026-03-23,2026-03-30,669758.00,0.18,120556.00,669758.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000187,INV-2026-000187,Suryavansh Print Solutions & Co,CUST-013,2026-03-23,2026-04-22,218504.00,0.18,39331.00,218504.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000188,INV-2026-000188,Goldcrest Steel Traders Company,CUST-016,2026-03-23,2026-04-07,635662.00,0.18,114419.00,635662.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000201,INV-2026-000201,Sahyadri Polymers PVT LTD,CUST-001,2026-03-24,2026-05-08,983633.00,0.18,177054.00,983633.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000202,INV-2026-000202,Saptagiri Analytics Ltd,CUST-015,2026-03-24,2026-03-31,674577.00,0.18,121424.00,674577.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000203,INV-2026-000203,Ashwini Cable Systems LLP,CUST-023,2026-03-24,2026-04-23,263143.00,0.18,47366.00,263143.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000204,INV-2026-000204,Meridian Lab Supplies LLP,CUST-029,2026-03-24,2026-03-31,569943.00,0.18,102590.00,569943.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000205,INV-2026-000205,Trinetra Piping Solutions LLP,CUST-021,2026-03-24,2026-05-23,633056.00,0.18,113950.00,633056.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000206,INV-2026-000206,Vedika Textiles Company,CUST-012,2026-03-24,2026-04-08,234236.00,0.18,42162.00,234236.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000211,INV-2026-000211,Orbitex Packaging Private Limited,CUST-027,2026-03-25,2026-05-09,394783.00,0.18,71061.00,394783.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000212,INV-2026-000212,Orbitex Packaging Private Limited,CUST-027,2026-03-25,2026-05-09,2083834.00,0.18,375090.00,2083834.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000213,INV-2026-000213,Goldcrest Warehousing Private Limited,CUST-010,2026-03-25,2026-04-01,104906.00,0.18,18883.00,104906.00,0.00,open,INR,tax invoice
AR-INV-2026-000214,INV-2026-000214,Goldcrest Security Systems & Co,CUST-024,2026-03-25,2026-05-25,411461.00,0.18,74063.00,411461.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000215,INV-2026-000215,Vedika Facility Management & Co,CUST-028,2026-03-25,2026-05-09,467443.00,0.18,84140.00,467443.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000216,INV-2026-000216,Vedika Textiles Company,CUST-012,2026-03-25,2026-04-09,523889.00,0.18,94300.00,523889.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000217,INV-2026-000217,Orbitex Packaging Private Limited,CUST-027,2026-03-25,2026-05-09,1091304.00,0.18,196435.00,1091304.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000218,INV-2026-000218,Anant Infra Conveyances PVT LTD,CUST-005,2026-03-25,2026-04-24,103298.00,0.18,18594.00,103298.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000219,INV-2026-000219,Ashwini Interiors & Co,CUST-019,2026-03-25,2026-04-24,357338.00,0.18,64321.00,357338.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000220,INV-2026-000220,Zenith One Logistics & Co,CUST-006,2026-03-25,2026-04-24,261579.00,0.18,47084.00,261579.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000226,INV-2026-000226,Sahyadri Polymers PVT LTD,CUST-001,2026-03-26,2026-05-11,1034038.00,0.18,186127.00,1034038.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000227,INV-2026-000227,Nalanda Fab Services Private Limited,CUST-017,2026-03-26,2026-05-25,235430.00,0.18,42377.00,235430.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000228,INV-2026-000228,Nalanda Fab Services Private Limited,CUST-017,2026-03-26,2026-05-25,1308051.00,0.18,235449.00,1308051.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000229,INV-2026-000229,Goldcrest Security Systems & Co,CUST-024,2026-03-26,2026-05-25,321081.00,0.18,57795.00,321081.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000230,INV-2026-000230,Goldcrest Steel Traders Company,CUST-016,2026-03-26,2026-04-10,293276.00,0.18,52790.00,293276.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000231,INV-2026-000231,Ashwini Cable Systems LLP,CUST-023,2026-03-26,2026-04-25,229656.00,0.18,41338.00,229656.00,0.00,open,INR,tax invoice
AR-INV-2026-000232,INV-2026-000232,Shree Balaji Hardware Private Limited,CUST-002,2026-03-26,2026-05-11,547056.00,0.18,98470.00,547056.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000233,INV-2026-000233,Goldcrest Warehousing Private Limited,CUST-010,2026-03-26,2026-04-02,95201.00,0.18,17136.00,95201.00,0.00,open,INR,tax invoice
AR-INV-2026-000242,INV-2026-000242,Ashwini Interiors & Co,CUST-019,2026-03-27,2026-04-27,466916.00,0.18,84045.00,466916.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000243,INV-2026-000243,Zenith One Logistics & Co,CUST-006,2026-03-27,2026-04-27,2589772.00,0.18,466159.00,2589772.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000244,INV-2026-000244,Zenith One Logistics & Co,CUST-006,2026-03-27,2026-04-27,73479.00,0.18,13226.00,73479.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000245,INV-2026-000245,Suryavansh Catering Services Company,CUST-014,2026-03-27,2026-04-27,77960.00,0.18,14033.00,77960.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000246,INV-2026-000246,Vedika Textiles Company,CUST-012,2026-03-27,2026-04-11,123816.00,0.18,22287.00,123816.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000247,INV-2026-000247,Shree Balaji Machine Parts & Co,CUST-003,2026-03-27,2026-05-26,546127.00,0.18,98303.00,546127.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000248,INV-2026-000248,Saptagiri Analytics Ltd,CUST-015,2026-03-27,2026-04-03,439369.00,0.18,79086.00,439369.00,0.00,overdue,INR,tax invoice short deduction
AR-INV-2026-000249,INV-2026-000249,Orbitex Packaging Private Limited,CUST-027,2026-03-27,2026-05-11,392514.00,0.18,70653.00,392514.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000250,INV-2026-000250,Ashwini Cable Systems LLP,CUST-023,2026-03-27,2026-04-27,124877.00,0.18,22478.00,124877.00,0.00,open,INR,tax invoice
AR-INV-2026-000251,INV-2026-000251,Orbitex Paper Mills PVT LTD,CUST-025,2026-03-27,2026-04-03,779286.00,0.18,140271.00,779286.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000252,INV-2026-000252,Zenith One Logistics & Co,CUST-006,2026-03-27,2026-04-27,613476.00,0.18,110426.00,613476.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000253,INV-2026-000253,Orbitex Dairy Foods PVT LTD,CUST-026,2026-03-27,2026-04-03,730399.00,0.18,131472.00,730399.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000254,INV-2026-000254,Meridian Lab Supplies LLP,CUST-029,2026-03-27,2026-04-03,700433.00,0.18,126078.00,700433.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000255,INV-2026-000255,Goldcrest Warehousing Private Limited,CUST-010,2026-03-27,2026-04-03,224486.00,0.18,40407.00,224486.00,0.00,open,INR,tax invoice
AR-INV-2026-000256,INV-2026-000256,Meridian Lab Supplies LLP,CUST-029,2026-03-27,2026-04-03,452482.00,0.18,81447.00,452482.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000257,INV-2026-000257,Everstone Water Treatment Company,CUST-009,2026-03-27,2026-05-26,94193.00,0.18,16955.00,94193.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000258,INV-2026-000258,Suryavansh Print Solutions & Co,CUST-013,2026-03-27,2026-04-27,95183.00,0.18,17133.00,95183.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000259,INV-2026-000259,Ashwini Cold Chain Ltd,CUST-022,2026-03-27,2026-04-27,2194977.00,0.18,395096.00,2194977.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000260,INV-2026-000260,Shree Balaji Machine Parts & Co,CUST-003,2026-03-27,2026-05-26,184643.00,0.18,33236.00,184643.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000272,INV-2026-000272,Vedika Facility Management & Co,CUST-028,2026-03-28,2026-05-12,630481.00,0.18,113487.00,630481.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000273,INV-2026-000273,Orbitex Packaging Private Limited,CUST-027,2026-03-28,2026-05-12,113703.00,0.18,20467.00,113703.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000274,INV-2026-000274,Pushpa Metals Agri Inputs PVT LTD,CUST-018,2026-03-28,2026-04-04,320506.00,0.18,57691.00,320506.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000275,INV-2026-000275,Nalanda Fab Services Private Limited,CUST-017,2026-03-28,2026-05-27,60784.00,0.18,10941.00,60784.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000278,INV-2026-000278,Ashwini Solar EPC PVT LTD,CUST-008,2026-03-30,2026-05-14,512380.00,0.18,92228.00,512380.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000279,INV-2026-000279,Trinetra Piping Solutions LLP,CUST-021,2026-03-30,2026-05-29,84034.00,0.18,15126.00,84034.00,0.00,overdue,INR,tax invoice
AR-INV-2026-000280,INV-2026-000280,Trividata Roofing Products PVT LTD,CUST-011,2026-03-30,2026-04-29,428761.00,0.18,77177.00,428761.00,0.00,overdue,INR,tax invoice
