line_id,txn_date,value_date,narration,utr,amount_in,amount_out,account
BL-000110,2026-04-13,2026-04-13,INV-2026-000219 NEFT CR KKBK0000812 900000018490 FROM ASHWINI INTERIORS & CO invoice settl,900000018490,357338.00,,HDFC-Current-4421
BL-000111,2026-04-13,2026-04-13,INV-2026-000368 NEFT CR HDFC0001234 900000025063 FROM ORBITEX PAPER  invoice settlement IN,900000025063,445791.00,,HDFC-Current-4421
BL-000112,2026-04-13,2026-04-13,NEFT CR ICIC0000429 900000017297 FROM GOLDCRESTNSTEEL TRADERS COMPANY against inv INR 6356,900000017297,635662.00,,HDFC-Current-4421
BL-000113,2026-04-13,2026-04-13,UPI/HDFC0001234/631232368183/orbidai@paytm/ORBITEX DAIRY FOODS & CO,900000021427,788313.00,,HDFC-Current-4421
BL-000114,2026-04-13,2026-04-13,UPI/HDFC0001234/637804967389/merilab@okaxis/MERIDIAN LAB SUPPLIES LLP,900000016056,1002598.00,,HDFC-Current-4421
BL-000115,2026-04-14,2026-04-14,CHQ CLG ANANT INFRA ELECTRICA ,900000024256,,176338.00,HDFC-Current-4421
BL-000116,2026-04-14,2026-04-14,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000033 UTR 900000001689,900000001689,25238.49,,HDFC-Current-4421
BL-000117,2026-04-14,2026-04-14,INV-2026-000230 NEFT CR SBIN0000921 900000018952 FROM GOLDCREST STEEL TRADERS COMPANY amc ,900000018952,293276.00,,HDFC-Current-4421
BL-000118,2026-04-15,2026-04-15,VB-2026-000433 NEFT DR KKBK0000812 900000027921 FROM VRUNDAVAN IN invoice settlement INR 1,900000027921,,1037563.00,HDFC-Current-4421
BL-000119,2026-04-15,2026-04-15,CHQ CLG ANANT INFRA ,900000022028,,980015.00,HDFC-Current-4421
BL-000120,2026-04-15,2026-04-15,NEFT DR KKBK0000812 900000011272 FROM NORTHLINE ROOF full and final INR 714223.00,900000011272,,714223.00,HDFC-Current-4421
BL-000121,2026-04-15,2026-04-15,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000034 UTR 900000001754,900000001754,112171.18,,HDFC-Current-4421
BL-000122,2026-04-15,2026-04-15,INV-2026-000246 CHQ CLG VEDIKA TEXTI INV-2026-000246,900000019603,123816.00,,HDFC-Current-4421
BL-000123,2026-04-15,2026-04-15,NEFT CR ICIC0000429 900000009639 FROM SURYAVANSH CATERING SERVICES COMPANY against inv INR,900000009639,203327.00,,HDFC-Current-4421
BL-000124,2026-04-15,2026-04-15,UPI/HDFC0001234/377576455166/orbidai@okaxis/ORBITEX DAIRY FOODS PVT LTD,900000022085,388286.00,,HDFC-Current-4421
BL-000125,2026-04-16,2026-04-16,RTGS KKBK0000812 900000022766 SUNDARA WATER TREATMENT LTD INR 426819.00 freight charges,900000022766,,426819.00,HDFC-Current-4421
BL-000126,2026-04-16,2026-04-16,NEFT DR KKBK0000812 900000010983 FROM NORTHLINE ROOFING PRODUC against inv INR 351920.00,900000010983,,351920.00,HDFC-Current-4421
BL-000127,2026-04-16,2026-04-16,VB-2026-000056 NEFT DR HDFC0001234 900000011240 FROM TRINETRA AGRI INPUTS COMPANY against ,900000011240,,286755.00,HDFC-Current-4421
BL-000128,2026-04-16,2026-04-16,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000035 UTR 900000001804,900000001804,100843.38,,HDFC-Current-4421
BL-000129,2026-04-16,2026-04-16,UPI/HDFC0001234/152883750881/INV-2026-000396/merilab@okaxis/MERIDIAN LAB SUP,900000026192,309379.00,,HDFC-Current-4421
BL-000130,2026-04-16,2026-04-16,NEFT CR SBIN0000921 900000012517 FROM SAHYADRI POLYMERS PVT LTD advance INR 545430.00,900000012517,545430.00,,HDFC-Current-4421
BL-000131,2026-04-16,2026-04-16,UPI/HDFC0001234/870026685794/orbidai@okhdfcbank/ORBITEX DAIRY FOOD/INV-2026-000335,900000023429,591766.00,,HDFC-Current-4421
BL-000132,2026-04-17,2026-04-17,NEFT DR SBIN0000921 900000021871 FROM LOHIYA LOG  advance INR 526399.00,900000021871,,526399.00,HDFC-Current-4421
BL-000133,2026-04-17,2026-04-17,RT-2026-000196 RTGS HDFC0001234 900000017763 VAISHNAVI PIPING SOLUTIONS LTD INR 422044.00 ,900000017763,,422044.00,HDFC-Current-4421
BL-000134,2026-04-17,2026-04-17,UPI/HDFC0001234/267551933154/RT-2026-000068/pragcon@okhdfcbank/PRAGATI CONVEYANCES ,900000011744,,418413.00,HDFC-Current-4421
BL-000135,2026-04-17,2026-04-17,RTGS SBIN0000921 900000022854 SUNDARA WATER TREA INR 368481.00 invoice settlement RT-2026-,900000022854,,368481.00,HDFC-Current-4421
BL-000136,2026-04-17,2026-04-17,VB-2026-000080 NEFT DR ICIC0000429 900000012134 FROM MERIDIAN P advance INR 182765.00,900000012134,,182765.00,HDFC-Current-4421
BL-000137,2026-04-17,2026-04-17,UPI/HDFC0001234/808064767601/VB-2026-000077/merihar@paytm/MERIDIAN HARDWARE LTD,900000011971,,63188.00,HDFC-Current-4421
BL-000138,2026-04-17,2026-04-17,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000036 UTR 900000001873,900000001873,110845.95,,HDFC-Current-4421
BL-000139,2026-04-17,2026-04-17,NEFT CR SBIN0000921 900000023536 FROM PUSHPA METALS AGRI INPUTS LTD part payment INR 59964,900000023536,599649.00,,HDFC-Current-4421
BL-000140,2026-04-17,2026-04-17,UPI/HDFC0001234/347096472310/INV-2026-000008/ashwcol@okaxis/ASHWINI COLD CHAI,900000009087,674824.00,,HDFC-Current-4421
BL-000141,2026-04-17,2026-04-17,NEFT CR HDFC0001234 900000022445 FROM GOLDCREST S  against inv INR 867339.00,900000022445,867339.00,,HDFC-Current-4421
BL-000142,2026-04-17,2026-04-17,"UPI/HDFC0001234/353278421893/INV-2026-000149,INV-2026-000288,INV-2026-000303/nalarec@paytm",900000080350,2843143.00,,HDFC-Current-4421
BL-000143,2026-04-18,2026-04-18,NEFT DR SBIN0000921 900000009572 FROM MERIDIAN PO amc renewal INR 788746.00 VB-2026-000019,900000009572,,788746.00,HDFC-Current-4421
BL-000144,2026-04-18,2026-04-18,RTGS SBIN0000921 900000016213 VAISHNLVI PIPING SOLUTIONS LTD INR 560552.00 freight charges,900000016213,,560552.00,HDFC-Current-4421
BL-000145,2026-04-18,2026-04-18,NEFT DR UTIB0002233 900000015785 FROM TRINETRA AGRI INPUTS PV milestone 2 INR 411728.00,900000015785,,411728.00,HDFC-Current-4421
BL-000146,2026-04-18,2026-04-18,NEFT DR KKBK0000812 900000017595 FROM EVERSTONE RECYCLERS & CO milestone 2 INR 384885.00,900000017595,,384885.00,HDFC-Current-4421
BL-000147,2026-04-18,2026-04-18,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000037 UTR 900000001939,900000001939,87886.96,,HDFC-Current-4421
BL-000148,2026-04-18,2026-04-18,UPI/HDFC0001234/215096033793/INV-2026-000218/anancon@okaxis/ANANT INFRA CONVEYANCES PVT LT,900000018478,103298.00,,HDFC-Current-4421
BL-000149,2026-04-18,2026-04-18,CHQ CLG VEDIKA TEXTILES COMPANY ,900000016949,131281.00,,HDFC-Current-4421
BL-000150,2026-04-18,2026-04-18,INV-2026-000461 NEFT CR HDFC0001234 900000029379 FROM GOLDCREST WAREHOUSING COMPANY invoic,900000029379,257321.00,,HDFC-Current-4421
BL-000151,2026-04-18,2026-04-18,NEFT CR KKBK0000812 900000022567 FROM GOLDCREST WAREHOUSING PRIVATE  freight charges INR 4,900000022567,423990.00,,HDFC-Current-4421
BL-000152,2026-04-18,2026-04-18,INV-2026-000216 CHQ CLG VEDIKA TEXTILES  INV-2026-000216,900000018427,523889.00,,HDFC-Current-4421
BL-000153,2026-04-18,2026-04-18,UPI/HDFC0001234/844359046162/merilab@okhdfcbank/MERIDIAN LAB SUPPLIES LLP,900000018061,569943.00,,HDFC-Current-4421
BL-000154,2026-04-20,2026-04-20,NEFT DR UTIB0002233 900000012770 FROM TRINETRA AGRI INPUTS COMPANY advance INR 727239.00,900000012770,,727239.00,HDFC-Current-4421
